evento_id,ip_origen,ip_destino,puerto,duracion_segundos,bytes_transferidos,hora
ae44ba0a-5e87-4ff9-bce2-612b4f17efa1,148.20.18.216,22.198.122.80,8080,120,431852,11:22:28
296afdfa-00ff-4f54-8013-83ac7088011d,121.200.249.179,123.179.144.233,22,98,593084,08:48:06
b627d932-29f4-4888-955a-c4380f8a8e89,78.25.229.210,106.107.13.80,443,142,235331,14:18:56
5e380f58-9bc4-4197-b749-8683fad1a570,88.49.12.8,84.74.138.16,3306,51,185444,09:23:57
cdc6b3ba-095b-401b-9f80-7138c2223f75,58.111.41.246,97.135.193.205,443,25,960987,07:54:18
bf7ed121-1600-410c-8b9a-519579d9dc9f,2.53.106.176,215.104.156.208,22,63,497139,14:38:20
64fcaab7-9fd1-4082-b369-52e7135c510a,57.155.108.137,76.5.185.45,8080,19,801169,09:06:51
7b412f66-d836-4ff5-81fb-7dde63758cb6,106.68.107.4,26.77.55.81,443,0,58391,23:04:27
8e773801-dac9-4e03-8ac4-fc268410d9d3,20.96.25.29,163.130.18.87,80,8,842797,02:27:39
29a1af8d-fa30-42aa-97f5-565c860bea35,155.154.138.28,130.47.240.42,22,8,589731,00:12:31
cd744291-2f87-4714-8395-283863dc358b,158.1.227.70,154.162.67.209,8080,95,213739,11:33:08
a48d3671-be7b-4f52-90bb-3fa0f65ea591,87.145.204.21,218.122.93.155,22,102,850093,21:19:13
69014f34-cc65-430c-963c-9ba88cb3a50b,171.61.193.170,6.247.255.114,80,17,657030,12:12:52
76163285-b88f-42f5-b711-1d49943a8ec5,40.111.31.11,49.101.211.223,8080,87,598463,13:03:26
7b1e76b9-3534-416c-aa0e-a2c06bd72623,13.43.125.221,110.63.98.225,3306,21,441634,10:33:13
1308e516-94c7-414c-8d17-5ef461a493c4,30.196.241.23,184.55.5.218,443,38,48818,23:31:09
25efea11-a533-474f-9a31-1f254105641d,209.199.104.132,31.224.167.35,80,5,306373,21:18:28
36dc7faf-0b34-4a00-a416-5ecd5c8bb130,63.97.210.102,64.85.54.45,443,38,210393,22:36:35
518adc10-32b6-4ade-b0ed-6067c395bcbe,22.20.51.28,121.250.70.6,22,98,243349,11:16:22
489a401c-9372-4f89-ad48-406e02da47b3,207.71.66.177,192.195.133.93,3306,113,643436,10:36:14
5ed58c83-9217-477f-99e2-5df13e47912f,81.128.236.148,50.92.233.194,3306,16,954688,07:30:49
2cbec1c4-6be3-4bc7-8371-7bd9aad820ba,27.13.226.125,76.144.56.193,8080,13,765017,11:13:36
02ec116c-1b4e-4726-afe1-2b9caab526d4,133.62.120.44,168.223.143.39,22,9,938122,08:04:23
4f9e1c8f-016d-4e2a-9838-888fc34ba5b9,124.31.160.167,49.252.40.46,22,76,714283,14:37:21
9496ed1c-aab7-46f9-943d-514921b2f644,93.192.164.77,49.58.61.215,443,24,881207,12:31:03
bfa51b27-5245-404c-8abd-58df57311ce5,32.130.77.71,122.244.0.217,80,41,195221,09:35:21
393049f4-7a3b-46ed-9782-5227fc7d0ed9,43.242.95.115,139.153.197.201,22,54,714152,22:33:57
4cf317d6-04c4-45ce-aaff-9d180cf57edc,119.224.148.137,68.241.9.146,22,12,706376,21:42:40
e0cc903e-dd35-4370-9656-23db9db1dcc4,46.130.181.86,82.158.21.162,80,26,684864,02:55:10
4106e5e7-8888-4df9-ae21-1afcefba771b,55.91.12.173,178.98.237.205,3306,18,828761,16:09:58
47614287-e920-4b9f-9f95-0d5164f339ec,97.81.72.59,118.40.115.124,8080,98,364036,19:34:09
da5256a0-770b-4f6c-8574-e31273bd8056,46.61.231.63,62.240.95.47,22,17,603472,23:42:58
b65ce948-21f0-4de2-bb8f-242efcafd953,50.10.43.38,221.71.252.235,80,12,12581,22:42:42
46a2abb6-cb5e-4389-87c0-9a4abf322be6,179.30.191.39,92.215.110.128,3306,6,767045,13:42:09
58e8e9dd-a939-4384-834f-0ce1dbf6eb29,191.163.144.6,18.40.212.138,80,10,295768,15:28:16
34d56e5c-2ae5-4d6a-b194-e6c8a8bb68ba,106.80.157.156,83.101.95.231,80,212,554167,14:58:25
6a278f96-7171-468a-b07f-8d17447bd173,207.175.50.253,63.211.3.245,22,25,367400,07:07:07
ed6f401f-f2ed-4fef-9226-4b04e4a1b024,28.55.43.55,79.181.123.203,22,0,310737,13:26:34
5a1343c2-6f07-4a2a-b900-930f76f66798,117.10.125.168,163.224.217.169,443,155,408242,21:32:15
1d4930f8-b6b9-4168-bf62-ca5d9e307588,75.236.126.16,79.69.201.113,443,90,382024,08:09:52
107ed598-dec7-48cc-978a-f84cf272ed3d,104.86.155.155,75.229.25.237,80,141,303349,08:51:04
ed2098bc-6d56-4c55-8e34-b02b86af6d02,108.184.46.115,167.104.112.10,3306,3,652820,05:03:32
24abcba4-0100-49fd-a480-59bf6e5836b4,84.241.249.6,149.87.81.212,80,5,620563,07:44:41
0e87487d-9ba5-4d11-a056-b88fca739202,199.196.247.245,69.60.131.147,443,38,367389,04:15:28
f59a379b-94b7-473c-ab67-bd6307369723,143.196.47.242,29.108.105.21,22,61,420032,18:23:24
11ad9b34-d8d4-41ca-8153-08d996332155,30.7.136.47,62.168.7.51,3306,7,577563,17:08:46
dd56b7b2-6597-4014-8b47-f9c9ec210d8b,209.151.237.78,222.9.12.106,8080,36,199538,01:26:25
bcb2e344-7b0a-4a22-b4c2-3d7050490f8e,21.135.174.184,184.206.65.44,80,119,877990,17:16:58
69fca933-7bb1-4e15-96de-7e6fad9b2eee,9.203.86.195,141.130.161.52,22,67,850290,18:04:44
f6647ccf-c391-40d9-af49-92179afb405f,96.75.1.232,145.118.140.251,22,62,54328,23:39:46
d04ed9b8-d52a-4023-ba8f-b037a219cebb,164.216.198.253,114.202.70.112,3306,175,954765,09:01:43
b8e0d4e3-f705-4dbe-9aa6-6c10f77db38e,195.1.25.162,204.159.163.101,3306,91,718147,18:47:01
9d88ae98-c724-4574-815e-b8a72d2e5230,192.109.105.149,121.28.183.60,443,117,856838,04:15:12
dbd30b17-beac-4a3f-a245-878788b2ca49,75.191.156.249,84.49.170.4,443,5,210029,19:50:17
bac72201-736c-4f8a-bdc0-09b9cae92bfd,91.156.122.43,142.45.182.203,80,47,515947,11:14:33
a3505627-65a0-49e4-82b9-360259c97659,68.17.40.85,19.69.119.146,8080,37,850008,05:20:16
87aea5e8-6bb4-4977-a798-d72c9f070386,97.107.115.242,105.20.177.150,22,43,429415,22:49:34
5e446e59-f6d6-4d19-acdb-78a6dd15d05e,54.139.253.234,65.113.190.223,80,40,690185,19:22:27
c3b21da7-f4bb-48ea-8321-037d13c06b43,89.239.222.207,134.157.198.69,443,37,774248,15:14:43
f13b0bc0-4a5e-44aa-bf37-d325811622ab,28.209.83.149,145.244.134.198,3306,123,57734,02:19:16
166ed4a6-9f4b-4c6c-911d-6a5c2686d19f,73.111.160.24,44.149.221.79,22,192,659762,08:03:07
e55bc2c9-c218-44ec-af47-0404c3809acc,198.162.37.25,165.99.79.137,443,3,312881,20:37:32
3014c2c4-d92f-4fc1-ac43-7f5440bfc395,11.247.181.100,134.119.171.216,3306,110,332078,10:52:32
aab94a14-a14f-4bec-b5bf-2d500a2c7084,13.97.35.32,67.19.142.90,3306,23,232859,19:12:08
1db32913-966e-4fe4-b40d-98be999cdf37,106.131.167.15,83.166.67.158,3306,46,598488,02:48:20
57925df5-e549-43f3-a225-62d2d76be720,107.177.236.79,80.66.231.24,80,203,485815,17:29:48
5d5f976b-d9a9-4425-ab12-72591999f73e,203.187.58.116,192.103.223.191,3306,22,667706,13:50:29
eaf3c51e-9923-409e-9512-f9689db5430d,11.184.72.52,136.48.67.87,22,6,228180,21:02:16
285d2992-f3f5-48de-bea9-094f8ce869ea,210.192.66.52,90.26.44.43,80,80,251739,01:45:46
bf2fb2e4-906f-4bba-9e9d-00f201272947,192.107.106.134,158.78.252.168,80,88,194901,21:47:49
cb64bb0b-4fda-4797-8ac0-e2b653b1c3c1,154.167.21.228,55.46.64.62,443,48,781869,19:55:51
2070a80e-8052-4a13-a514-f812ce08d5e6,120.246.189.158,47.198.128.10,22,12,42360,10:38:31
83d88399-6b2b-49c6-8518-40f3f3c846fe,65.136.10.210,25.64.205.207,3306,240,637308,01:39:00
99bbe9e7-0aa1-4ee3-9452-cf06919e7242,27.235.42.208,100.32.125.70,443,25,114306,20:24:57
27908ae1-568a-49d2-8bd2-d0430e61231f,77.141.192.36,42.126.185.187,3306,72,294507,20:13:38
b8c5a5e1-b3f1-42c5-8974-ea7ce09dfad0,83.7.128.97,172.217.217.7,443,132,30295,01:34:12
0e85a0b8-15aa-438a-8ded-25ae083585a7,193.125.27.191,190.224.27.8,3306,5,359405,13:12:49
fe7bdbc9-9fa7-460b-84ff-d3d61d276332,133.227.95.31,116.82.51.158,80,22,443113,17:48:23
f3c39a74-29ac-4d03-bb10-200a3ab88162,173.238.134.43,140.196.75.181,22,120,16819,01:22:09
09b4edee-40b9-4329-aa49-f1bcfdb77b94,138.219.165.93,115.199.206.136,443,141,954663,18:37:30
739f7ab3-dc38-40de-bbf7-0282ad041061,93.252.160.105,71.250.25.221,443,73,705058,18:15:55
e0f9df6f-1a7c-4723-adeb-742208536442,174.62.110.15,160.207.40.10,22,40,452200,10:33:17
3e461d30-ab18-459d-95c7-23dd82b792ae,165.201.30.218,24.221.57.28,3306,65,971929,06:56:44
f6761473-9329-4570-a167-246bcb63977e,15.188.25.151,107.227.79.241,80,364,413321,14:12:50
54419333-bb12-41e0-9e64-074b141d821f,32.5.17.105,130.241.88.178,3306,27,479841,08:20:34
4bbe8ece-838c-4a22-9d55-5e8935b53a95,25.40.157.85,100.154.12.101,8080,10,205413,08:10:53
c1d29bef-6c88-499a-9bbf-0febd78ab96e,132.236.162.121,39.127.197.199,22,102,287999,22:26:37
e772f553-cc66-4b9c-8af7-8f2ce811d502,223.188.101.19,129.187.228.33,22,142,144090,07:12:47
99a50663-e3bb-47c8-bb36-e423069b1d1d,116.152.17.147,133.89.163.220,8080,1,556408,02:00:28
10b3b486-77bd-42ec-8154-87efb4e1eef4,99.85.204.71,56.135.210.141,8080,29,953382,14:03:23
2a94432b-d87b-47a3-a2cb-29a7d83e2a14,78.51.178.1,191.116.57.70,3306,47,849853,03:55:19
62fda91c-0a92-4a11-88d0-dfbc841e8069,137.211.86.223,165.66.89.70,8080,133,604544,16:19:13
74aa2d4a-9138-481a-aff8-826e7e7fe52c,147.252.153.235,55.166.241.245,22,20,919512,11:10:43
36376e3f-380b-4909-9b5f-6cfe28b91445,192.134.152.0,82.43.208.13,80,77,153959,01:12:22
6ace44a1-2710-49e6-b71c-a1a48984202d,129.42.99.43,159.54.32.15,443,75,610989,11:53:18
696d436f-9da5-47b4-bb3c-ec64a0ded4f2,6.108.170.157,135.41.87.87,3306,99,681115,14:58:48
21b4338c-ea9e-42ed-afbb-5b30f5cc1ce9,116.158.243.170,124.85.159.179,80,125,998778,05:31:48
775442cb-2651-481d-806a-2c6ca92aa31f,28.170.49.22,148.174.63.199,80,67,362596,03:03:05
36e51995-d8f5-41b8-9c56-9d1ad3e7a19a,97.89.129.221,10.2.51.123,443,238,721295,14:05:12
414d1d8d-845c-400c-a22a-2c196363bd6a,2.132.153.252,105.32.85.63,8080,47,265051,04:26:16
f2ecb9ab-7828-4c0c-9612-357bb05d48fa,134.50.58.124,184.6.14.137,80,48,863254,03:32:16
f2569857-e775-48da-b4cd-a57fb0c44010,221.188.181.95,102.214.23.11,8080,192,986860,11:31:35
b6ec5e98-ab7a-48e6-8560-70f6aaf7fc16,193.77.139.69,16.139.212.4,443,245,99418,23:17:49
6c37e906-a1b4-448b-8d9a-89064f499531,4.25.243.180,140.93.19.86,3306,15,215148,17:26:59
44d8d8f8-074d-4df0-8dfb-148422cd4d51,166.218.139.163,44.201.41.112,3306,89,106198,02:23:24
822a8d6d-3b63-44b6-b165-9bd840a1670d,39.83.135.121,107.117.70.147,22,131,107008,16:52:59
d8f553b5-62cf-4de6-8d44-9f9c15b8f7be,33.98.98.233,148.183.213.148,22,126,313800,09:44:32
a76d264f-672f-4567-8e14-660b24a3b507,88.155.216.86,140.67.106.224,3306,52,904510,20:31:48
c4619edc-75da-4d74-a46b-aca513e5b6b5,171.168.85.67,132.114.81.90,22,71,713960,19:03:13
3a9dd317-d7d5-4554-bed8-af7a6bdec6b5,83.213.114.253,130.174.84.0,8080,123,862023,13:48:44
c79be919-fb4b-492c-b7cc-92fb95e155a0,217.116.45.213,61.126.146.54,22,16,688766,14:20:58
4de623ec-49e9-4953-bb8d-c981ad41e346,9.208.184.15,217.100.109.91,8080,118,295343,07:44:47
8cbd9570-489c-4869-8088-c7c621a37b92,65.117.55.37,115.210.59.253,8080,24,781412,08:01:08
76b3bb55-33ff-4d95-a51e-253f704c1609,198.159.132.145,223.189.245.105,80,132,450827,04:08:16
70829aad-1404-4d49-9ee4-e9ecab70744e,8.238.212.230,27.47.152.223,22,22,802112,17:12:32
523e5467-cecc-4abd-ba97-67013608dd60,167.159.242.191,215.60.185.68,3306,67,593623,02:37:11
f32bc090-4c51-43b7-8e51-0758491cf201,121.138.233.172,19.85.88.62,443,46,379207,23:26:17
7d07507e-e583-46ad-9bf2-c42466f75022,179.198.81.139,196.219.179.251,8080,4,794321,06:37:52
f840818e-5481-487a-813b-895c43069989,179.33.219.28,53.61.125.248,80,6,816307,13:06:22
f470cb7d-5fc4-4d3b-8b53-9cac34e7e8da,179.99.127.250,147.53.224.231,443,23,3294,07:22:35
04feec55-0c68-4ec4-966f-34250848619f,160.207.39.58,157.207.251.38,443,9,555134,06:23:09
a143050f-fbae-463b-b95d-d58822c53d31,17.95.127.129,63.21.211.103,22,242,90648,03:20:15
33215472-ffaf-431d-9bc0-83c00fcd8b9c,112.245.61.95,44.193.22.224,8080,9,213768,18:36:16
09ef4a5d-aec2-48b8-9c4b-79e81999c10c,61.15.145.238,62.242.100.77,443,73,117312,11:16:32
bab912ce-017f-42b7-9bdc-3c9147c5e912,80.148.245.26,100.228.33.174,3306,29,121727,11:09:16
ce462566-8645-4b59-a70f-e4e541897efe,158.203.32.32,174.154.5.181,80,16,267351,14:19:19
70d2b24a-5dd3-4dff-8872-07095a9df2f7,41.213.96.58,186.6.198.152,22,136,65411,13:47:05
d903cb72-3a21-47f2-8009-df9b1b72c650,183.111.182.150,145.120.222.72,80,19,580750,05:12:50
fa5f50c3-023e-4fe4-b9cf-ba433e9a7116,122.65.84.9,117.231.169.98,3306,17,300324,20:59:36
ad629c48-25f5-42d8-99cd-fbcd450f9039,27.44.93.236,152.150.119.26,80,7,172220,18:13:44
07eb2603-7f8f-4665-845b-0ba727a3944b,210.66.133.74,215.49.120.207,3306,67,185739,13:33:49
1390c5c8-3829-4ebd-9aa3-dc375e8e89bd,160.62.52.254,108.135.244.122,443,65,581447,21:16:24
0fbdd040-50de-498a-a202-88db3a6b8533,161.253.17.133,78.19.106.206,80,84,500885,21:12:55
ff275464-6684-49cc-96ec-fb7f39934f5a,40.111.172.177,185.64.101.174,443,4,555881,05:01:35
7e13be0d-27e3-47aa-aef4-b4a6445ef6a1,140.107.120.53,217.83.86.191,8080,18,991853,12:35:43
ea1ea152-1589-4d43-82eb-77fd2e25b1a3,54.21.93.136,79.121.107.235,3306,82,806213,18:41:53
c38b84d1-7ef0-448b-b364-3355711d01fe,12.119.74.212,100.56.250.121,22,431,977914,19:26:44
932cf073-8df0-4db0-9076-bf255d26f832,103.179.106.120,26.152.140.18,80,127,640784,19:38:24
87f3281c-afd0-4588-af9a-4f8cc1c44709,143.242.96.138,126.128.201.12,3306,20,859653,10:45:54
c96f7925-48bd-462a-be26-4b9b87bb40c9,102.229.169.138,20.5.232.253,3306,5,182260,06:09:28
28cc1147-0f7f-44e6-ae86-43b21ecbfaaf,55.52.107.161,139.215.109.213,8080,8,396280,22:05:34
b599e7a0-793c-4c7a-ba80-129dd80de40b,115.237.109.250,29.57.242.206,443,287,93632,07:51:12
362b2255-458f-41d4-84b6-5ebb82813e09,123.98.85.227,91.27.129.151,443,102,576384,07:22:19
b1c34c02-4ca2-4617-9ebd-d8ed0c59af4b,26.185.223.153,163.89.99.184,8080,23,731663,16:48:16
ed027175-8ecb-4ce9-b5fe-82c501b4a180,215.233.100.179,15.194.120.88,3306,25,525308,11:05:19
591a6e0c-3111-410f-809e-88268df564f8,30.49.49.84,154.182.161.111,443,39,111131,11:22:05
38a53119-92fd-4a60-b059-9b30b691154f,16.197.147.255,182.83.211.139,22,0,771670,18:20:57
b9484bfc-db90-4f3a-83e5-bbc49cc79523,186.49.19.171,117.201.216.255,443,64,323413,07:35:05
be7cf62f-3762-4b87-91dd-de15703c7b1e,202.158.124.212,185.89.49.178,443,56,476729,03:14:48
b4084003-b59a-4ebb-9382-6aed95974c23,146.104.95.71,55.225.114.225,22,0,692328,00:06:12
b064ff41-c6f8-45c9-917e-09defd932b9a,35.91.127.79,147.106.174.13,22,41,202631,01:47:30
b201960a-6fe0-4a90-ac45-89e76e736cb5,129.89.238.75,39.21.187.75,443,15,983481,19:11:13
8a21556b-e90c-4f8b-bb47-be27da0452d9,215.118.21.172,220.99.156.210,8080,24,954442,14:52:06
937cafdd-4478-4cb9-93e5-dc81f8be178a,146.194.104.75,120.5.255.178,8080,522,383999,09:27:16
2b24cbb8-6fe0-44aa-963e-e43a06026e57,182.170.107.51,27.91.191.206,8080,151,130672,17:26:21
eec4ac78-6643-409e-9b2b-27cbb3baed79,130.17.113.90,8.145.220.134,443,2,285704,11:00:51
ec4e3ca1-0cb4-47b7-8a36-d6f36702c3d3,151.104.62.178,179.220.218.118,80,6,996825,14:26:26
5ffb45aa-98d1-40f4-b11a-4c7cdf1c5ba5,168.214.238.199,179.125.81.26,80,149,310103,05:33:42
4613ae84-6799-4bb9-9825-de7d690e7e71,152.234.235.196,165.24.46.89,3306,91,935792,14:38:50
e860330c-868f-4b6b-a54e-2c11516d0154,177.61.35.138,157.86.241.200,3306,169,264371,22:03:59
fda656f6-7c83-48c7-aeb8-a72e31e17c3d,122.136.161.78,36.27.244.15,80,43,277854,18:29:18
49a5cfab-f03f-4277-a9c3-885c8a65b553,86.79.2.147,134.204.18.3,3306,164,189812,15:03:49
3c7a0f3b-d84c-4230-a669-88865e41d706,82.193.179.252,37.209.91.131,3306,33,54642,13:13:54
1d6b0797-8f20-431b-bd62-1af12a8cbdf7,11.206.101.29,125.247.99.21,22,12,708016,05:21:04
49a0dd76-bb7e-4ccc-836d-2c6f9f2928cf,144.32.34.18,210.16.179.38,3306,113,88869,04:21:12
a937bdb1-a2b0-4cda-af06-1919e436886b,91.2.204.210,4.88.165.178,22,62,115531,10:08:46
7e2d22d0-aa06-4ed7-a026-9edb78a2c283,119.110.101.211,53.210.91.251,80,2,820982,12:13:58
d37ec353-c504-47de-a9cf-a4ebcf627097,80.93.92.63,76.71.2.26,8080,34,832990,07:47:18
27e3aa6e-4773-46f3-acde-15541ce88e8b,81.159.191.122,95.163.119.51,22,46,846287,18:04:17
fbcf4a4b-e1ab-4cfc-9434-6ca884215fea,68.108.207.113,115.103.115.133,80,68,712403,08:12:50
9236a3c0-6274-4292-a77f-e6e554eb45a3,116.142.253.102,148.23.54.151,8080,107,781048,15:08:18
429f6f6b-a79c-4fc9-92c2-e3868c4efa97,32.17.252.188,152.4.33.44,80,4,779522,18:34:32
2bbd3d20-1eae-4b3f-95af-0ba4fd3a6737,59.132.117.66,140.210.99.17,3306,49,830606,04:46:00
4c4ba860-98c6-422e-a857-e2d98065ba78,44.123.209.148,76.75.229.39,443,0,644389,12:18:52
64e2d2b2-34a3-4fe7-8f9b-b69b46936052,193.23.90.87,47.12.10.249,8080,82,842050,09:14:15
9284f6d4-0dd1-4977-8e00-03799f88ce6e,28.209.223.206,32.103.20.142,8080,69,396572,23:48:48
4f277442-a975-4c27-94ac-57d55f18cc3a,78.244.253.13,170.212.238.91,8080,25,96618,15:40:20
7a89915e-61e4-4def-8644-8910e4430925,148.67.239.141,79.196.72.234,80,4,147778,02:00:18
95901f7e-35c7-484c-a333-28efac3bb4aa,208.189.122.146,187.242.36.189,443,8,475036,20:55:19
ab6d4fec-07fb-43b9-9db8-eda91c410869,94.106.71.94,65.105.117.66,443,179,50998,01:06:59
8a4f36a4-9602-45fa-8581-dc0b0b0cc79a,25.14.155.192,170.10.239.58,22,56,88348,15:34:29
9ac6a14e-8985-40af-98e7-86b6d2034297,173.6.232.47,28.61.40.148,443,45,24781,06:03:35
acd529d5-896d-4e39-a6ba-1f97c2378788,68.227.165.125,214.250.71.12,22,6,739663,20:03:21
79a04b30-5d53-43df-b373-44a1625362db,75.210.173.13,85.242.85.245,3306,9,57817,07:16:52
f867aeda-8cc9-4e0f-ac19-906bed74232a,163.167.0.51,105.127.226.87,8080,87,131137,16:18:00
f1c21962-8d8a-4b2c-8cab-4a25ccda62bc,56.19.105.229,131.204.171.65,8080,42,734977,13:35:27
b5eca78d-a39f-4398-b338-c2404e305668,17.137.94.140,62.88.14.199,443,2,571049,09:37:32
726d6db9-18c8-4998-bb54-dacd8e8079f6,171.250.128.163,175.232.84.214,443,72,277575,16:32:12
a63aa8b2-6e7c-4855-8f8c-441b2e508064,143.241.90.217,64.104.108.147,443,159,445975,05:11:34
9670aa01-5e9c-49ce-b72b-1011132b6885,93.142.90.161,39.113.215.105,443,82,241443,01:20:25
ea398c3b-a000-459e-985a-421e0585453c,185.87.233.105,220.13.64.202,22,36,268639,00:21:07
45b17230-0271-48e1-b552-09668bb204a8,96.189.44.189,129.27.137.233,22,4,490829,09:03:05
1df94a08-4567-408a-96f1-103ffceb25b0,14.51.85.59,155.159.119.210,443,21,685978,11:27:00
10492a72-95a7-4df8-9204-46552953b617,22.139.38.48,5.99.96.89,443,44,577007,22:55:13
9ccd7849-84f4-4ea6-8493-17ddae8d8ffc,42.48.56.239,24.61.131.18,22,114,892161,09:48:18
308d98dd-262f-433e-b9c7-4fee722d8e2a,64.55.34.116,100.158.24.166,22,167,782702,11:46:10
22b18eec-4a1e-45b3-aef6-480f7d20540d,117.62.163.58,138.38.210.147,80,32,936591,13:37:59
d26bb883-10de-46f0-b4c3-b4c0805a951f,154.99.122.51,31.55.88.81,8080,86,756487,12:26:17
6c65f07f-1a9a-49ee-a914-aca7a1bd09dd,123.8.32.165,216.150.39.235,8080,28,218112,11:31:55
ed843082-dacf-4982-a153-911fd8490549,185.250.222.49,132.21.66.68,22,42,886789,11:44:06
