pedido_id,latitud,longitud,distrito,peso_kg,tipo_producto
c382d8d7-d9e7-4b9c-8df0-8a9749968fc7,-12.174243940558773,-76.90460540325044,Briantown,5.07,Ropa
13c09127-004b-4b48-abf4-926659474324,-12.072446157881277,-76.94605851194113,Kimberlymouth,7.1,Libros
3c56fb40-08b5-4e24-922b-a547162dee5e,-12.141104054109586,-76.80086971802878,West Spencer,16.41,Ropa
36318ef9-ac25-4e54-a598-ba435a81244c,-12.004979775107909,-76.91098420019547,Tinaburgh,15.78,Libros
1070dfd9-cd4e-4cfb-bc1b-c0893e18b945,-12.109081191041078,-76.89703388725898,Jameston,17.86,Ropa
b70f565d-064b-4572-ac67-cb5eb0e61b10,-12.020898171835938,-77.1812098385749,West Katherineborough,9.21,Ropa
e1ffb687-93e0-4ef6-8b05-a2c104b8fd9f,-12.18095605993258,-77.05471137656191,North Lisashire,0.96,Electrónica
e12dd8ff-a79e-4b01-911a-8b296f29f98c,-11.984808803231072,-76.8720029505312,South Davidstad,19.51,Alimentos
c7dd8cdc-c00e-4f01-bb4a-ca0bbc02f7d3,-11.945720280046562,-76.9823886947668,Josephmouth,18.48,Libros
bc989e76-0010-4263-be57-888e3363f4b7,-12.0825182330764,-77.02650201627645,Samuelhaven,3.74,Electrónica
4263ae48-d099-4af1-a1ed-4d428c3a1c42,-12.179278914294766,-77.18122407342936,Port Scott,3.92,Ropa
b2de78d2-a802-4191-9e2a-2a2e49df66ed,-12.066895915150665,-77.1060256914544,Vickiborough,12.84,Libros
e55a8e11-de0b-4f83-a480-9d455557398c,-11.96337188296067,-76.96461974436042,South Stephaniefurt,10.77,Electrónica
9b0f7072-fea9-44d4-a2ad-21a61c2d9163,-11.903292842066735,-77.17139295405917,Virginiaport,5.87,Electrónica
32740624-bd72-497f-b688-1f33c3390d94,-11.998552909454466,-77.03872432395387,Ortegabury,1.24,Alimentos
439a5dfb-4e2b-4e04-aaed-bb05ec846328,-12.0470532205863,-76.90179109946524,South Stephaniemouth,3.71,Libros
a1e8307a-5b35-4b1d-ad95-ac55fca6bf45,-12.096428295159914,-76.8973715875082,Boyerfurt,2.75,Ropa
0562e729-4b0d-4c4e-a9a5-d6057b1cbe70,-11.988677317199654,-77.11994714911036,Katherineborough,13.93,Ropa
6b40144c-cb0b-4f72-bb45-4163235b704a,-11.95731931986423,-76.82140388855734,Leslieview,13.29,Electrónica
3601285c-6285-4058-8d11-af18d24888e2,-11.966783840801858,-77.06399483832848,Hughesland,7.39,Libros
8a07d7bb-1e73-41f3-9ba0-16029be3a7a5,-12.069140161721066,-77.09260680714661,Lake Nicholas,8.53,Electrónica
3f7e4680-f73f-468f-ba8b-3f9ded57936f,-11.929783468217895,-77.07934480047643,Christinaberg,5.83,Alimentos
bf5a1c63-e252-4c88-a188-c3ac82ce8231,-12.096714192253348,-76.82318652715476,South Davidview,19.54,Alimentos
9fc59ca0-b5f0-4fac-8c80-1d09bb4b790f,-12.0329668680934,-76.81460496526003,Acostamouth,1.74,Electrónica
b8a08832-a796-424d-929d-72f0060fe5f9,-12.198241366650757,-76.86251918198295,Melendezhaven,7.35,Ropa
25c554ef-0402-460b-87aa-9eacc7e1b48d,-12.089720413771099,-77.02834105945351,Smithberg,1.84,Ropa
2d8c26c3-b98f-4306-aa62-96f148e3f094,-11.971952100651004,-77.13621850465856,Bassbury,14.3,Alimentos
708be9f4-c735-431a-bf3e-1143a093fb69,-12.054251702669644,-76.82407108723223,New Jasminhaven,5.57,Electrónica
d4d519fb-8367-4ac8-8160-9dfaa48eaff2,-12.109715113512857,-77.10780172237125,Timothyfort,14.94,Electrónica
eb998b98-5a94-42a5-88fa-6e66490770f6,-12.016851024252068,-77.04255689549068,Yorkland,13.73,Alimentos
5403ac09-93a6-49a5-95c9-e4eca21e87be,-11.92057721413454,-77.16047275600927,South Thomas,2.41,Ropa
50cc2b5a-b4aa-43a9-b19e-9c7f7cf1e4a3,-12.169989464061707,-76.94604990456583,East Natalie,19.01,Ropa
5f1d0f68-d44c-480b-82f2-fd32d0dbe85e,-12.116084332196518,-77.16956211163391,West Peter,10.56,Electrónica
3f8a152f-7301-4ca8-b882-715febea1cd2,-11.994889975896687,-77.16133459781823,Lake Danielleburgh,10.0,Alimentos
d3e1ebc0-9689-42ea-93b5-a40cc7fd2d3b,-11.985742985934774,-76.90140793517982,Mooreland,3.27,Electrónica
b6b47b2f-49ec-43db-a09a-9b3a15dfff37,-11.90736713783298,-77.01464070326173,North Jose,16.24,Electrónica
1e2fd014-6e33-4879-a2d4-a31c6e823468,-11.975224443963796,-76.85651321664828,Ayalaborough,3.09,Alimentos
1cff5d41-1b23-40a4-950c-15aba951d71f,-11.996429606777689,-77.15050950363612,North Christian,8.41,Electrónica
acf0352d-d261-4217-a8e2-3a111ec08de9,-11.988813410967177,-76.90740303163533,Bondton,0.67,Electrónica
c7cc1c90-7375-4280-9017-4b1b3a89d4e3,-12.121459147962467,-76.91552959247082,Russellborough,8.94,Ropa
fd83cb3e-ad94-415a-81bb-688919012d7e,-12.064466355921438,-77.03044565303328,Port Kelly,7.65,Electrónica
9bfe27f5-3fae-4b67-b9bf-465c556d35a4,-11.995442141938419,-77.0488040188272,Douglasfort,7.68,Libros
a289fb85-e0d6-4dfd-943f-f76adf7c2ec5,-12.193212918275025,-77.18230066914275,Jamesland,3.48,Electrónica
c9544b8a-cb80-4133-b8a1-e4a3a5458fd7,-12.185231796411776,-76.98939606569934,Lake Jennifer,14.2,Electrónica
52bddea7-a46d-4286-8645-ebadd9f2bec7,-12.198174834203598,-76.97867149588397,Port Amytown,12.4,Alimentos
16162875-1876-475b-b519-e0f624366a05,-11.931033306052203,-77.14682062949612,South Kimberly,6.82,Ropa
1856ac09-f4f2-40f7-8011-15209e2612eb,-12.188481845300513,-76.8269717313294,Blackport,11.02,Alimentos
859950ee-4bd0-4924-82cb-7f4117ebf366,-12.006000939341344,-77.1650007862767,South Marcusshire,13.8,Electrónica
83e58504-8995-409e-ab79-f7cfa61f956e,-12.103786235577587,-76.93273602766222,Lake Kimberlychester,4.11,Alimentos
4507db18-cd8a-4ffd-a7ea-c49cd1d68743,-11.990925566841089,-76.86260931944719,North Michelleshire,17.46,Alimentos
19f26607-e961-4ed5-86ab-e1d20dde3c58,-11.90598936518424,-77.12458895850844,Brandonhaven,5.32,Alimentos
65abbf7c-184a-46bd-85af-8e7c094b678b,-11.934068039777697,-76.94803932892722,Fordton,1.33,Electrónica
0b33e9f1-f4ac-400c-b9fe-9db42172dd47,-12.017316796124607,-76.96561875576153,Lake Derek,16.59,Ropa
bcafbdb0-c414-40ae-adaf-cc5f9334ea20,-11.966657745810561,-77.1612807664451,North Aprilshire,7.76,Ropa
38109acd-4a00-4d13-a41c-c1400564e2ed,-12.069084513547306,-76.89417077719646,South William,2.44,Ropa
cd169fe8-21a0-44fb-94eb-b3b8e5e19fab,-12.10930643309336,-76.8784463380948,North Daniel,16.59,Libros
48e9e30d-fb39-4044-bc3f-23e9b416225c,-11.95777670746298,-76.86528565755913,Gabrieltown,8.88,Libros
e4d264ab-4929-411a-bb55-f00563ad0f41,-12.158623334461407,-76.84334250597365,North Joshuaport,11.67,Libros
201af032-9415-4349-a214-19ad87c87e40,-11.922979615947728,-76.89028267725406,Kellyshire,5.65,Ropa
b00b854d-faa5-4db5-b944-94f0eb2b2e4b,-12.111898835356357,-76.81621907005771,East Aliciastad,6.02,Libros
8b0f1ccb-f289-4a54-8668-45e124c24deb,-11.913500246951918,-76.94927995567609,Davisfort,15.4,Libros
d9ea76c6-52f9-40b1-b72a-458b506a5e61,-12.140459797467344,-77.03296299883048,Cynthiachester,0.56,Alimentos
40b46441-2ac6-43c4-ab9c-342d65adbd8b,-11.971747034229438,-77.15159992360238,Vickistad,13.38,Electrónica
afd235f7-c9cc-4ade-91cb-acc285276965,-12.18873867428385,-76.85685271320182,West Thomasfort,4.81,Alimentos
511726f1-39ab-4456-be67-1715b8a71928,-12.003880032965926,-76.94360624837849,West Jennifermouth,3.65,Ropa
a2773c1c-4cec-4b9d-9fcc-125c55bf5a9a,-12.058682884838476,-76.84836343462509,Jeromeshire,3.01,Alimentos
a381d03b-8e25-4dac-8b75-41d2e24e9a21,-12.012325746464429,-77.16836512104446,Port Susanstad,13.39,Alimentos
dbca036d-216d-47e8-8720-b0447886753f,-12.018445063210821,-76.96728978067699,Goodwinland,4.97,Libros
afdd20f6-c1f3-4324-b375-9d611a4128f5,-11.971484134638112,-76.93182838644047,Garciabury,16.04,Electrónica
bf8ea7cb-cca1-4b21-8c93-a0c0eddb6dfc,-12.089459307995059,-76.82448788203916,Williamshaven,8.93,Ropa
7bc6e8f1-7ede-4ef4-abc9-578777201103,-11.913345114738473,-76.93600838476671,Clarkview,19.34,Alimentos
1fbc4807-7959-4b81-bc14-7728d6bed30f,-12.182389758166075,-77.1894212801199,Lake Tracy,8.28,Ropa
8f9dcc2a-0a61-4977-810f-947b9b7292a0,-11.987627582410878,-76.84932298132371,Mauriceton,9.72,Alimentos
4aac9312-f324-42ee-8dbb-a076e5ef1fc1,-12.066755297698663,-76.81563891482455,South Sarah,14.67,Electrónica
1165c46a-8c5d-4670-9fd0-3b7a0badb5c4,-12.129949703679031,-77.19987384483251,Jonesbury,8.1,Libros
12a18cce-aff7-4ab5-a9ca-d932587753b2,-12.172237643878026,-76.81805295765183,East Manuel,19.19,Ropa
d672342d-2cd0-462e-a084-3a7b99f7e58a,-12.097654311398218,-77.08864911275235,West Walter,16.29,Electrónica
103b1c3b-629b-4cb2-8b7a-fe83b0400897,-11.902964704482075,-76.97198007490569,Lake Denisefort,7.54,Ropa
2910df56-0f12-4359-8436-251f591ba6f7,-11.937723925743136,-77.12541467838736,Port Micheleville,2.1,Libros
d5734e85-1253-494f-b2f1-239c7cf7fc47,-12.043810046454876,-77.0569832900452,Clarkfort,4.58,Electrónica
b36f3e56-cab0-4af4-8141-a3a25d7d31aa,-11.993560602451096,-77.11686619793885,Yvonnestad,2.56,Electrónica
b0f6b9b6-c9bb-4c35-b50c-4d59acb12fa4,-11.962323597620257,-76.8449652675043,East Olivia,3.51,Libros
2f3ba7dd-cebd-490a-85e3-381ecd9fe05d,-12.054987120224505,-76.85558860687995,New Johnnyport,3.52,Libros
e2ac8020-64ee-4a39-9335-97d371bc8a61,-12.069928115319609,-77.01105725727973,Willieville,9.65,Electrónica
b3792f19-bdba-4089-94f2-6c212b91e91d,-12.116801889281007,-77.12221940554636,Thomasland,17.36,Libros
563bab56-ada6-4d2f-8d74-7ab4f6d7fc45,-12.067431340877052,-77.13958802990629,Coxfurt,6.69,Libros
eb60b87b-5653-492a-a7db-1ff05728f19f,-12.003429640931069,-77.1042598965437,New Lindseyhaven,3.27,Alimentos
5dbb41d8-0494-4c27-9694-4c3452df1269,-12.174819737022748,-77.15383489894846,Pricemouth,5.36,Libros
3f1334f7-e8a6-4506-98c5-32082476443f,-12.003396195841002,-77.11031806363975,Port Lauramouth,17.56,Ropa
10afc14c-d155-428a-b9d7-c024cf92c4e9,-12.05551062153697,-76.90202433600277,Cartermouth,5.12,Ropa
9ba2921d-c178-4617-9885-a3eb486b3d65,-12.011492893938025,-76.86312246321249,West Dawnshire,14.78,Ropa
ae1931bf-49ff-4d15-97c2-19818ffe84e0,-12.103829949802178,-77.02437337962739,Hamiltonhaven,16.85,Libros
36d64c64-dd39-4fa7-b985-8da0854121ab,-12.120925129802373,-77.10983541616368,West Joditon,2.83,Electrónica
0ea7452b-218c-4f8a-9c8f-0ba1908ca767,-12.044940967988554,-77.13382415038511,Lake Joshua,3.48,Libros
327c6d74-f6d3-4bd4-8c78-6cc6d89437f9,-12.181435259634462,-76.95383131998885,Melissafurt,13.15,Electrónica
0fa0c4cd-cfea-408d-a51d-f594865ff13c,-11.932972723531417,-77.19003340400204,West Rebecca,2.86,Alimentos
b25fc176-60c9-4df6-ae0a-b7f7324b56aa,-12.106289488289445,-76.98627796379914,South Josephhaven,0.57,Electrónica
a6d92540-ebf3-47d7-bef3-7d3333fd3779,-12.199399977968314,-77.05046425637055,Port Marc,15.22,Ropa
85651d2d-c4ee-4ecb-95c7-fd17ae7c3e23,-12.029471108871048,-76.97410671738946,New Deborah,11.07,Ropa
8bf569c0-bf60-412a-8bcd-97c14c17903a,-12.069994230932851,-76.9921845540708,Port Laura,17.14,Ropa
b75f633d-3f60-485c-859f-7cfbb7fedb71,-11.932601500093726,-77.17714668600013,Josephmouth,13.66,Ropa
b7861507-af49-4120-b9ae-322e4d242c5b,-11.969346689434344,-77.01292379729068,Gregoryview,19.61,Ropa
662fbd6d-dda1-4a2c-979a-780abfc58615,-12.05323567474823,-77.08586661002418,West John,17.51,Electrónica
0ca19fcf-ad1f-43e9-936e-405ff442b662,-11.990570663885638,-77.03699655771399,Susanside,6.19,Libros
3941bf1f-cf6e-4dd8-bf95-6ffa46657fbf,-11.96079260628581,-77.19682661457043,Bowerston,16.46,Libros
4489bb71-a705-4359-bbb5-ef5dc47f964c,-12.12933427950578,-76.81293725518452,Adamberg,18.87,Electrónica
46dcc945-769f-4dda-bf36-01dfcde4aa46,-12.064408778393299,-76.83534714175313,New Alexander,8.92,Ropa
c1343cc1-be2a-4a01-9a16-1b6012225d00,-12.188539841347207,-77.01765337829136,Lake Jeremy,4.29,Ropa
d5449cb0-a70e-4b68-ab33-3a3a69e8c6ce,-11.977518415337254,-77.13165650254179,Port Elizabeth,6.73,Ropa
3aad23c2-32c4-49ca-b90d-b1e350e5622a,-12.093296764997618,-77.05655238863257,Longside,10.85,Electrónica
4fa591fa-cdad-45b2-a80c-3eba1364026a,-12.143170864667802,-77.08074757033788,New Aaron,3.24,Electrónica
e1bb5b31-6db1-4586-be60-3e03f107a351,-12.176860245372199,-77.08408708830753,Danielshire,11.39,Electrónica
a551dedb-c0c8-41b2-8fce-d65327fe6e79,-12.158479634603252,-76.88409800508998,Schmidtview,13.0,Libros
ed08b6bb-fce9-411a-bf5e-bb3940466f31,-12.143176381996904,-77.14261400550498,Derekbury,8.26,Ropa
b6c99e03-512b-4374-88d0-a3586a9b74b8,-11.959566893839066,-76.94204041991986,Armstrongton,13.31,Libros
1e750fb6-5dcb-4e77-9cc8-b9ba75611126,-12.08757779182063,-76.96240769901989,Lake Patricia,10.95,Alimentos
a11a7029-8c9e-4c1f-919c-3513dd378f38,-11.937830258730724,-77.09763095675781,Maldonadoberg,6.58,Libros
0d74fdc5-4a8b-4130-aacc-5a51a82f591d,-12.061785871492827,-76.81214675109922,Sarahside,11.09,Electrónica
be2fe190-f1e4-4b51-bd9f-cfe808c16002,-11.946090768688377,-77.00108649729302,Stephanieport,5.74,Electrónica
0c93b941-ebfd-4b5a-b176-8c43abc4c6b2,-12.02907825354199,-77.00396035007061,East Rhonda,6.15,Alimentos
bf87f851-6030-4f34-a0c8-473f7730c30c,-11.937617240433427,-77.12731646949923,Traviston,3.26,Electrónica
6c4149b1-609a-446f-a9a4-095bcac6c24e,-12.110114099226385,-76.91979062797868,Lake Cliffordberg,17.41,Libros
a6264713-bc5a-4c63-9b0b-10b97543ee85,-12.131123105310083,-77.02072381429687,West Russellchester,0.62,Libros
b1486b71-a83f-41b1-84cb-64f335ab5175,-12.082151960841141,-77.05498880016631,Mccormicktown,8.01,Electrónica
dbd65dc5-1702-4042-b452-2f6849b62785,-12.092626354264311,-77.06318658704603,Richardsberg,19.13,Libros
024f726b-2b71-4b48-9927-f42f2b263d0d,-11.988005055433407,-77.19399703557932,North Timothy,16.34,Ropa
aca4f89d-e7cc-44ac-91f3-7d8da99afcc0,-12.090022709504193,-77.15762644559352,West Johnland,2.66,Libros
98e46594-1a3a-4ec3-9bba-af5c59465a29,-12.139311146017828,-77.13024394942029,Kellyton,4.88,Ropa
2abd4b85-32d5-4f0f-bc06-c35f578299a4,-12.092503780930999,-77.16535825758558,Jodifort,12.48,Ropa
263d4a33-74e0-49f8-8592-17dfda8dc709,-12.102400454811418,-77.14904787982128,West James,11.93,Alimentos
7354087d-8f1c-4759-bdcc-82c0c5d052d8,-11.919917751639609,-77.13918080528184,East Miranda,2.35,Alimentos
02a71f82-c0cd-41ac-9038-652286a6fffa,-12.058358178255505,-77.19733290428739,Laurieton,4.46,Alimentos
d65a4924-ac13-4cd4-b767-a8c118178071,-12.188325369582317,-77.11426981409313,Petersmouth,19.64,Electrónica
bd4be382-f110-464f-b959-deadd0253eb5,-12.00576419362755,-76.95326228578871,New Angelamouth,12.35,Libros
24a30aa7-13ae-46b5-8cd5-448d312ed2b8,-12.088344078972087,-76.8003594349373,Jonesmouth,8.14,Electrónica
5467bd17-7e7a-42dc-a50a-0d11beebee08,-12.114719577096936,-76.9406632711307,Michaelton,2.44,Electrónica
b5bcc715-7dd0-4da0-b754-d73632465a79,-12.107207417760108,-77.02843845991937,Watkinsview,16.81,Electrónica
029ffe6c-0c7c-488f-8d7f-fa97a10d1a01,-12.10005717606529,-77.12953242622169,Adamchester,15.86,Alimentos
52671e81-f5e7-43e3-b049-c6eefdf7d4f6,-12.124022462606947,-77.10011737209719,Amyfurt,18.65,Ropa
197fa1e2-bc5d-4e04-8dbb-089a3323be73,-12.197784288337013,-76.99307501632262,Port Kristen,17.63,Libros
9a653b37-2d16-476b-a209-01eda9653cd9,-12.106029555427963,-77.04188084051964,Reynoldsland,0.94,Alimentos
5634e979-cf6a-42bd-a5b4-eb99a2d71da4,-11.954244302967163,-76.88643478861827,Micheleside,8.71,Libros
88d20f7c-bf35-4df8-a98d-99ce663e79e5,-12.164585648564726,-77.15065631445043,Lake Alexander,13.72,Alimentos
8e52ae89-ca7b-40a1-b533-093680a7c091,-12.102531034597515,-77.08583372923441,West Cameron,4.86,Ropa
8de47217-ffae-4a18-b88d-b2fe8c0271ab,-12.147458726195259,-77.07813706124995,Annaside,8.89,Alimentos
86b03fcb-e327-4d92-b393-08c7c416d3bb,-12.121921833615309,-77.14558230911884,Wendyton,5.09,Alimentos
1bd026b6-32c8-4ec9-add6-f8892e12e8bd,-12.059756875353436,-76.9754533356364,Scottborough,14.71,Ropa
51d07952-dbb7-44db-b070-85ff3776abda,-12.159468101516987,-77.08339815099963,Lake Margaret,1.39,Libros
065dcb08-e445-4ef0-8eb4-5d7de4b68f59,-12.164457379436236,-76.94485893931052,West Ashley,1.73,Electrónica
92d57d33-e0bf-4f96-abe7-c5e9be075ae3,-11.91150892547489,-76.88437809324618,Thompsonstad,19.59,Ropa
96a1cd60-0960-4878-ab24-4cdcce47c122,-12.148694417893239,-77.06438604490224,Ramosberg,2.71,Ropa
a068ad8d-b63b-48be-b172-b3196e51ce3a,-12.140673271772869,-76.85025551479994,New Caseyside,5.58,Ropa
9f693d3f-ad77-4581-b4ba-5a8a5c3228c8,-11.974553272148615,-76.8425085029814,Jonesberg,9.01,Alimentos
3cd0e400-a176-47ff-a727-760407b1f486,-11.970405820978808,-77.12064001342011,Kellichester,18.75,Electrónica
d7d889ed-7933-47b5-9a7c-6b56bfb03fe1,-11.978021048742516,-77.17974220038194,Davismouth,7.78,Alimentos
5c0eb26d-0045-4ba1-b3c4-84fc65fe07a2,-12.183211324030616,-77.182191401653,Gonzalesville,5.36,Alimentos
74d83c42-73d3-4e12-a320-e188497f9358,-11.987896355238567,-76.80106117058756,West Tammy,17.99,Ropa
dcb27ddd-ac65-4f91-93bb-3247bb2b03db,-12.03711597185342,-76.83139489259581,New Raymondbury,10.55,Libros
3d23d393-6c08-4c8e-bc19-3bb06d328eaf,-12.06099098384137,-76.85121618241605,West Gary,3.35,Ropa
bb06ee12-af95-46b0-9739-4a2db7f89d89,-11.931127555138328,-77.13804868073447,South Lisachester,12.82,Alimentos
66860453-bf8a-4fa7-8a85-f892b72f2201,-12.114899975906035,-77.15672297396482,Samuelchester,18.41,Alimentos
b5aa2d68-c929-4b4a-86f3-cdcfa047b9ed,-12.065864857826524,-76.91002687649463,North Karachester,4.25,Alimentos
ec01429c-c17f-4439-a2a6-76b63b1f1f77,-11.94998139325136,-77.02792875539781,Arielburgh,3.01,Alimentos
7b62eab0-03d8-4017-9c2e-d2cc174805b7,-12.19732271823292,-77.06180205087225,Rachelmouth,7.92,Libros
0e2dcf81-2337-475d-8c58-1cd502b0a62c,-12.12214375908377,-77.03422566856213,Lake Jenniferville,10.4,Electrónica
4cecfec7-ed2c-4e02-9fe8-48ebece4b482,-12.018869489461952,-77.11875497888515,Lake Emilyville,9.97,Libros
2d679327-209d-4b6f-a540-5bc90fff4283,-12.063291367846448,-77.1233978144386,Daviston,18.25,Electrónica
d8022b3c-194b-4733-8c85-5139d2aa4fc1,-12.080310927217425,-77.10445472751972,Martinshire,13.72,Alimentos
a3c09c42-23ef-41c7-8d26-a9e3d286a301,-11.96240054450395,-76.97853681950008,Michellebury,11.29,Electrónica
bd034f04-696a-4acd-b574-19abd7833d86,-12.12255015821889,-77.05937922074098,Reyeston,12.24,Libros
0fdb61ac-751c-49a2-b680-e051983e97e9,-11.931553226956325,-76.84453389220894,Port Jessicaland,2.27,Libros
0593542c-e783-499f-92f5-ccc4b5f3194f,-12.178660744103164,-76.84205147687045,West Michelle,14.88,Electrónica
fff4da13-1f83-43cb-804f-b3feab2e1bdb,-12.119175491025247,-77.19073896807885,Port Donaldtown,7.43,Libros
d9b2097d-a30f-4fd4-9c94-bb52aee228b3,-12.146384717233369,-77.1830589369789,West Frederickport,0.81,Electrónica
74cb3d38-407c-4980-80a0-396257977317,-12.098000432748425,-77.16621367862233,East Deanfurt,6.23,Alimentos
59884fcf-ec8d-479f-a73f-43928baff403,-12.040160883321583,-76.87628313322317,Hancockberg,3.91,Ropa
d87d3042-f364-40a1-ad0d-18117d4162f2,-12.174150752962369,-76.97032264598096,Lynnmouth,1.98,Libros
8079a120-b768-4e4c-8792-f63508cf6528,-12.030745709847604,-77.0066558063192,West Sierra,5.3,Alimentos
a9ccf241-61d6-4b07-b2a1-5aa6fd23301d,-12.035295125635198,-77.03279948888337,Lake Garyland,5.18,Electrónica
e0508ab6-e365-4ae2-a69e-27badd51167b,-12.006606323749622,-76.93686497853558,New Emilystad,18.87,Ropa
9673af8e-2674-4933-987e-807564573776,-11.939765639231515,-76.87877866206364,New Rebeccafort,4.53,Alimentos
14d6eaa7-42cc-4585-8a44-411f60f3d12a,-11.905071397396647,-76.83434151210872,West Danny,16.78,Ropa
7ce58430-e8b3-4604-9925-b02faa3b4bd5,-12.05782388063945,-76.93537765996241,Hartland,18.73,Libros
12851ff1-c8bb-4bb8-993b-e7ba39d741c2,-12.140366686928793,-76.82517501861697,South Michael,6.05,Ropa
7efc2f60-4d62-425b-a190-7c280ccf4999,-12.149938377896362,-76.82209544243638,Lake Brianafurt,1.8,Libros
