cliente_id,ingreso_mensual,num_transacciones_mes,antiguedad_cuenta_anios,tipo_cuenta
3c049a31-5973-4cb4-b5e7-8e123aff5dbb,1992.94,24,4.9,Plazo Fijo
ff8337b8-4dc3-4f96-ba3c-62085c6c63b6,2628.95,26,3.3,Plazo Fijo
fed158d4-22f7-45f6-b3e3-69ec33fbb67d,3397.52,24,8.8,Corriente
52d803e8-0b0c-4299-93ef-22b0febd5494,4170.65,39,8.9,Ahorros
426e92e9-ab3b-438e-9c6a-8d7933f32be7,2424.99,23,9.5,Plazo Fijo
4abbaa56-e115-4d78-b5a8-7787bdd6653c,2777.21,20,8.1,Ahorros
defc7345-4482-4332-a7be-44df71524968,1672.4,20,3.3,Corriente
37fc9777-5a03-4a8b-8cfb-946a255c880b,1564.55,25,2.4,Ahorros
d9b887cb-501f-4657-baa2-cdf0903ee6a7,3975.03,17,8.9,Corriente
016da35f-ce08-44fa-b33d-b267c2e67998,4627.49,31,3.4,Corriente
39138aa7-3983-48aa-abdf-4a0de6c6880b,2913.59,25,1.4,Corriente
4fc8facf-3330-481a-8d52-505899123070,4204.24,31,3.5,Plazo Fijo
e06dcb49-8f7f-4dec-82ee-5bf5a4584054,3433.96,21,0.8,Plazo Fijo
3cb2c54d-a08a-4a39-9f2a-50c680e8f3bf,2225.86,30,5.9,Ahorros
fc98c80d-ce4b-4e7a-ba3b-d19e15803f03,3433.67,23,2.0,Plazo Fijo
dc2a6e6c-1efc-4535-ba98-906aac1f06e0,4845.64,26,1.5,Plazo Fijo
5d06d1f9-dc59-4a2c-8a44-e177ef0e39ba,2957.01,34,15.7,Ahorros
76dce2e9-c7c6-4ffc-abc3-b3bf039230f6,4877.57,16,7.5,Corriente
3c38d659-6177-4484-9d94-34803c24feef,-143.69,24,7.7,Corriente
16effe71-e8ba-4237-97e7-3429f28d9323,3986.28,20,4.9,Ahorros
95215984-77f4-439c-a108-352b871f1826,3104.46,39,9.1,Plazo Fijo
88bc55d3-9dbb-4769-a75a-2514601016be,2641.19,25,7.1,Ahorros
066a672c-b3a4-45bd-aa6d-de0c3f1c3ac6,3110.11,26,4.6,Ahorros
ae537b62-8cf1-4aa8-9d1e-cf56e4c20754,614.92,19,16.2,Plazo Fijo
40955662-4d6b-454b-bea5-5540fcfbc8a4,2736.39,22,1.1,Ahorros
e13ff68d-9235-4f53-8090-16e77a454060,3428.54,26,14.4,Plazo Fijo
214b1b21-22eb-45c1-9b64-b032ff7d743a,4773.47,29,2.6,Plazo Fijo
7a92c2b8-1e3a-47df-a403-c36b76f228cf,2378.08,23,3.8,Ahorros
b616e72e-234e-4edd-82f4-e1335cb1d931,2029.81,21,0.7,Corriente
3c8cf26d-4655-4130-8a57-dea43ab37d3d,2397.89,20,3.9,Plazo Fijo
64ef59f4-8376-4d25-bfa1-c63ebbb63fe8,4098.48,19,4.7,Corriente
0cd4c021-34e5-43a9-afb4-6ffd5568af37,3394.5,28,30.4,Plazo Fijo
5a01677c-6160-4a1a-b591-29138b9a510c,2364.29,23,18.5,Corriente
5cc01798-1bda-49d8-a2b9-49398989c8d9,3615.92,26,17.0,Ahorros
f9851baa-5623-4695-af39-8471d7f61d8b,3116.49,16,2.1,Plazo Fijo
0985e084-fa19-4ea6-9b3a-66143a7911a1,4162.37,34,23.7,Ahorros
f537d74a-e5cb-4ce9-b460-f02a9c1dbd6b,2157.54,23,3.0,Ahorros
34954153-f7fb-45cc-9d1e-c2ca5923d0e1,2606.81,29,9.5,Ahorros
2ad53738-84be-4229-9b69-8cdc60b3a971,2529.47,28,1.2,Plazo Fijo
8bd161c7-808a-4175-8955-f8ba2ad4a883,1243.78,24,3.5,Ahorros
7482eab9-b1f3-4396-8c24-a3617454a0c8,3355.34,20,16.9,Ahorros
91df74c6-358f-47f6-abe7-217f6848ad15,3313.27,24,14.7,Plazo Fijo
6f9596e7-9b89-40ee-80c7-9875ab7b5aee,3006.14,23,5.8,Ahorros
d5398a5b-ced5-49c8-812b-4f08d137a483,2718.5,29,8.0,Plazo Fijo
7f7813b7-98a1-4f92-adc5-15cd57c2c3cc,1301.56,18,1.0,Ahorros
aaf64588-b688-4bdc-a5cc-2099a586afca,2495.23,34,6.4,Corriente
6a100720-6e1f-45ed-91b0-99f9cab42192,2588.74,25,4.8,Ahorros
b5703d5d-ccdb-4d97-8fca-a863beb0b2b4,2037.27,23,0.5,Corriente
28a52864-509e-4874-abd8-89ed82d0500c,2806.46,25,0.6,Plazo Fijo
b96044d8-fc62-4016-affa-93f55c4e4948,3484.86,18,0.6,Corriente
2b534a04-6a64-4ec1-89a0-2a48213c3433,5263.42,35,6.4,Plazo Fijo
c66c07b1-8d3c-40eb-9a87-128d9d7b3a59,3209.49,21,0.8,Ahorros
6c56791c-5cc5-4ff9-a55c-7721c0a97fb3,3309.06,17,3.2,Corriente
44bc1c7b-a128-4805-9a7c-03162d8d6526,2910.66,20,2.2,Ahorros
c1a624f7-2236-44aa-a153-b9499d72cbfd,697.47,25,4.0,Corriente
0da5c833-4825-4527-a98a-ba48f5afce13,2968.18,18,6.1,Plazo Fijo
46863123-f7ad-4332-b493-45218e913d0c,3072.28,25,5.8,Plazo Fijo
c25e3018-dcbf-42f9-a5c7-b89c57abb15d,5955.89,30,3.6,Plazo Fijo
544c5383-2a7e-4f6d-b186-f52fabb68f0d,2769.17,30,3.1,Plazo Fijo
d7e85dd6-2305-4b7b-a4a4-701a8a3e8711,3361.86,26,2.5,Ahorros
3dde1dfb-ae2e-4578-aeea-2b9fe16c4c7e,2958.35,24,9.9,Ahorros
19094554-b3ee-4f05-9e0f-29835cdcda09,1597.59,27,2.0,Ahorros
b9d7f0b0-131b-42f6-9ba5-04ead3c6b31e,4371.39,27,1.5,Ahorros
bd809a1b-ede6-4545-aa41-4d45ace5faa4,3902.32,33,6.8,Ahorros
f613a22e-e468-4f70-950b-768e5f67b4f3,3949.24,17,2.2,Plazo Fijo
b53cc1f9-fea7-4db4-a847-5e5ed5e2d918,1908.74,29,9.4,Ahorros
794d81b2-442d-4d99-8bec-fe58dde7f486,4683.35,25,2.0,Ahorros
7052590c-69a1-4c2f-8897-ba95c686be0e,1317.78,21,6.1,Ahorros
34857286-e3eb-4b2e-aa11-500f16148a6e,3704.23,17,0.2,Plazo Fijo
99be70f6-b509-49e9-a13b-ac3c4e8649a6,5628.55,22,2.4,Plazo Fijo
d068be68-4fea-4844-bc75-887861d2c10c,1811.36,21,2.1,Plazo Fijo
ae1ecf10-5e41-4a77-a98e-05b54b92006a,2320.44,21,8.5,Plazo Fijo
148dcb15-86f8-4e26-9784-0096f3bf6af2,3119.58,18,17.1,Ahorros
0d5d40c0-989c-45e2-b90d-cd83ef85d5a5,2395.83,26,3.1,Ahorros
81d15817-1937-4db0-a327-8491f1562091,1139.2,23,8.7,Corriente
f1115fb7-8974-404a-8cfb-e5349ee93b77,3082.28,32,6.0,Ahorros
5b2d1948-8544-4d3e-b79a-ac4bf21c1caf,1725.24,22,17.1,Plazo Fijo
4043ea25-a5f2-4406-b7e5-3a39589b5f67,3568.31,19,8.3,Plazo Fijo
3af9c3b3-d31d-4a3d-ac72-878814fab068,1896.69,23,0.4,Ahorros
6118d265-789c-46ee-86be-66fcce34b378,4859.92,21,6.2,Corriente
38cb9c36-215d-4a40-b1c5-f7097ef805fc,2060.1,27,3.8,Plazo Fijo
951b06f3-6447-4076-ac62-630ca0ec9542,2613.53,26,0.1,Corriente
2052481f-d231-471e-87c2-b1697d202e4e,3976.22,27,1.4,Plazo Fijo
ea01e1d7-122c-4d6a-9840-4ce8fb4b188b,1522.96,31,12.7,Plazo Fijo
37272711-0b87-465f-8cd9-8e2adce8dcb3,3272.95,28,13.0,Ahorros
f8f71ed4-12cc-467f-90a7-c863a1deb2c2,4568.57,23,8.0,Plazo Fijo
8e0ab087-a24e-4a34-ac48-acf7d787c39c,1071.02,26,20.0,Corriente
69180966-d61c-4a3a-a45e-c217a7aa4d9f,3221.56,30,8.2,Corriente
c8e7a1e0-2101-4136-8fa0-043eb2c4fdc5,3311.86,28,0.1,Ahorros
fe91c5be-0b07-4f55-a259-ec27265e814b,3938.19,26,1.7,Plazo Fijo
faa31492-9744-4c63-bfb3-dd9e11cb6457,1515.66,27,0.2,Corriente
21f5a8d0-f83c-4821-b9e5-630c26f6e814,1415.45,30,0.5,Ahorros
9e651556-e11e-40d8-b044-0a43f575615e,3626.33,26,1.2,Corriente
c6447c92-c5a3-4d79-8525-eace13773f58,3356.38,23,3.5,Ahorros
96251ea4-4f72-40ba-8c47-4450de8a2f9f,3300.59,24,9.4,Corriente
8583ba92-0541-4ebf-b9f6-3d9a7913c973,3415.74,34,9.9,Plazo Fijo
9b70f8b8-d177-4a4a-bfe1-158b5bad945c,2183.97,27,4.8,Corriente
b37d1410-d38a-4732-bc22-a68b99e64e55,3278.7,17,13.2,Corriente
e9a4ec15-5a52-488b-8a5a-80871a280974,3351.69,28,3.5,Ahorros
607a5065-ac5f-4c63-9ca7-fd157c2de29b,2142.78,31,11.0,Ahorros
79a1c144-cba6-4f9c-84b0-b89ec85d299e,5238.93,17,3.0,Ahorros
522b8c10-b1cf-4d9f-8168-99d5cbf1808e,3568.6,21,1.6,Corriente
95b62a0b-54f1-407a-b511-389b33af3fd6,1570.44,29,12.4,Ahorros
190de637-7ad6-4375-984e-188aab811e80,3787.86,30,2.5,Plazo Fijo
4599e0d3-5bd3-4075-98fe-fe6862acd033,1830.38,26,3.5,Ahorros
6fe417b6-20a9-49a4-9465-866d4c272242,3944.5,22,2.0,Ahorros
39feed3b-ca14-4cbb-9538-b3afab26b3c5,4390.31,24,5.4,Plazo Fijo
120d0fb8-a5a4-43d6-8e83-6eb758f03e15,2015.18,34,26.5,Ahorros
bdc6ed7f-84b1-4b8c-aa2f-e7ffa01a4bd2,4156.05,19,0.1,Ahorros
fb43a55a-d51f-4b45-b58b-644153d1448f,3495.34,35,11.5,Corriente
6d8fdf8c-b611-474e-b0c8-631af3721eac,3986.47,19,0.0,Corriente
419e5be8-1574-4c81-939e-d8cbb61a425e,5276.15,26,2.3,Ahorros
b804953a-9893-4fac-86b2-0379ed41f9a1,2705.53,28,0.9,Plazo Fijo
9c3535ac-2949-4282-83e5-a2032f419ec7,2095.52,22,7.1,Ahorros
53dd8485-0aa1-46ce-a135-c4e32f391eab,1932.58,22,0.3,Ahorros
bbe8de8a-6e4d-425e-9ad8-0325d44302f9,2021.03,31,4.0,Ahorros
33d23c19-7524-42e7-bfe0-a61804fa98a5,2907.48,22,1.7,Corriente
8eaaea92-3032-4554-a7c4-abb32dae3cde,3409.38,19,0.7,Plazo Fijo
a651994f-ab4b-40aa-93d8-849b4967f57b,3332.03,32,7.4,Plazo Fijo
e2b62028-7055-42dc-bd8f-5b0aa73d8e4c,3992.62,18,1.2,Plazo Fijo
8d35bdc8-6c5d-4df3-af01-51d782d727c7,3015.6,27,1.3,Corriente
7b54c7e4-651b-4ade-9a5f-0e453b180f95,4744.24,24,1.6,Corriente
b0f62dc8-9433-48d0-bbab-7472587e6502,2682.41,29,4.4,Ahorros
06daa94a-fd0e-4e1c-8741-6bfddab8121d,6264.2,23,5.4,Corriente
81ea5e93-fa2c-4cbd-aee3-22b054012416,3750.8,25,0.1,Ahorros
f8084453-6478-4d2f-820c-5b4758e6c01e,1971.41,35,1.4,Corriente
6f1ea4c9-89e8-4779-a4b1-9d94da044d43,1714.93,31,2.8,Ahorros
caf33184-3e55-4dfb-b99d-fedb7e5db3d8,3578.97,30,2.0,Corriente
e4fdd8cd-6bba-4c28-bf17-c19882c021f0,2731.84,23,10.8,Plazo Fijo
98a23e86-3c66-4fa3-bdd5-3b719b48fa47,3856.8,24,7.7,Ahorros
ff1e6a0e-b5cf-46b2-b8d8-34f802901a94,3567.89,38,4.9,Corriente
93dc55ef-617b-464c-a427-f19ed25edf06,2912.61,17,2.1,Corriente
aab61d25-8637-4273-8dba-dae8cdfd9d33,1983.85,15,6.0,Ahorros
3a4aac50-5470-4421-9f8c-dffdfe0a9649,1182.18,20,9.3,Corriente
50b31eac-281c-4f46-a8dc-9356f0425e22,2464.18,24,4.5,Plazo Fijo
12232452-d5b6-4bb5-ab92-e653488cbcc5,4027.68,29,7.7,Ahorros
82c880e5-4010-43bb-8ba6-6577d0c884e1,3256.91,22,6.9,Ahorros
e678a968-a2e0-45d9-b54f-50db38a14dbc,1505.11,29,4.2,Ahorros
a8ff15af-6c80-4185-90b0-c6e7c5873e7a,3207.82,25,1.9,Ahorros
baca32f1-903c-41f3-bf50-8cd46dda9d95,3462.38,31,6.8,Ahorros
b1d6b7ba-b4da-46ad-9218-c9f9cd983625,1939.37,25,1.2,Plazo Fijo
75bf791f-cb89-4c15-b3ed-5b17209a0f86,3184.47,20,7.6,Ahorros
b18ed749-28b7-4d66-a497-dbf0ae5adb00,3069.85,20,8.2,Plazo Fijo
c5856d75-daf1-4a93-8ed7-cb6218dc6c43,1628.44,28,8.6,Plazo Fijo
79d7b99d-7f5c-47ac-a9b1-73d51c6417d8,3429.34,34,3.2,Plazo Fijo
ec6b4309-623a-424b-84d3-eafc21d2c305,3672.94,25,1.1,Ahorros
62dfef20-5b9b-41e8-ba36-b23859152e74,4299.66,33,0.5,Plazo Fijo
59710de8-7c7d-4703-be33-54c48e9978e5,4264.56,23,6.8,Ahorros
440d3070-e740-4efe-90ad-46e3ac3a78cc,1346.8,33,10.9,Plazo Fijo
cbff47eb-bed7-424b-ab16-54bddf889132,1874.61,18,5.3,Ahorros
b598b04a-d074-4b02-a7b7-30c1dd49765d,3618.04,33,0.8,Corriente
8d5746cc-8fe5-4332-9cdb-658b9c908f6a,3616.54,24,13.7,Corriente
28bc6dd8-21c5-47a6-a2bd-70137ab5cc32,3618.06,26,22.6,Plazo Fijo
0a7d6bd4-d9b9-4b21-95e9-c927909084eb,7623.28,21,2.8,Corriente
6e260df5-a773-4112-b6c7-ec27e811b2b7,3685.07,33,4.5,Plazo Fijo
7e54dfce-807d-4533-ab85-2ad52c42b98c,4362.68,27,7.5,Plazo Fijo
02cdfd65-d95c-48b4-a0f3-f775f8a47d60,4144.8,33,6.7,Plazo Fijo
9bc64902-f271-46d5-883b-15c14f4250a8,3781.67,37,17.2,Corriente
b3bfc68f-f1c4-4a12-a5d1-f3b4ee9398e8,2621.68,25,0.6,Plazo Fijo
49a4d144-bd00-4b40-931b-8d2d4436af37,3910.76,23,4.3,Corriente
0b520a61-d949-4ed6-a64e-25ba791eb866,2072.61,25,5.9,Corriente
298489fd-345a-4cdf-b9d3-4262d08e050b,2715.82,27,11.0,Ahorros
bb327727-5af6-440f-9e1c-ab8065b32dc9,2417.56,31,10.4,Corriente
2ef0bf88-5d85-4c28-a9e7-6a821b77ebdf,3098.25,20,19.1,Ahorros
1d74fd10-c0d8-4a9f-9017-0b92ec6e43a0,5777.59,29,3.6,Plazo Fijo
4e6e77bd-b8ce-49f6-9889-933e8aa30088,759.28,29,8.9,Plazo Fijo
397e2a35-bd02-4e7b-bca9-5f84d488f8fc,3823.51,22,2.8,Ahorros
83642b20-9ad3-4ecc-8b4b-daba8d6ff9bc,1064.74,20,2.7,Plazo Fijo
e3b307d6-ac43-48ff-b0a2-b364bb3a9ec5,2433.68,19,1.5,Ahorros
20dbb8d0-7df7-4936-b3bd-85e3bcbe777c,4306.74,24,8.5,Ahorros
334a03cd-a78e-4d5e-9249-3fff5bd1cacf,3077.14,34,21.3,Plazo Fijo
57cfca2f-fc8c-4f2b-9bbf-234c466a9b52,1706.71,25,1.5,Ahorros
49f7976f-6b70-40b9-b02f-77dbc6b3144c,2141.64,30,0.3,Ahorros
6c6af895-efcb-4130-a5d3-95d5446dd8d5,3815.52,22,8.5,Ahorros
4a3b426c-6bd1-4aa7-9137-f739be27d579,2123.56,21,4.8,Plazo Fijo
6887ac5b-2673-416b-99a8-445e9b976260,3259.75,21,16.1,Plazo Fijo
22a12407-aa0d-4d60-b71a-d9362d1911db,3054.69,21,1.5,Plazo Fijo
b319821c-13d1-49c6-9ce6-7d57abc9bb4d,2218.08,31,0.4,Plazo Fijo
bb9c5bc8-268c-4e49-a459-ee6d44a32b38,5572.73,20,3.4,Plazo Fijo
9f099c3c-3d32-4b42-87c3-a8af698200b0,3760.7,22,0.4,Corriente
731d9ee9-854e-4e05-850f-2f5405b6133d,569.83,23,1.5,Corriente
5b6b3c4f-ffbf-46e7-8a41-08c9fcc30d99,3223.75,27,0.7,Ahorros
53a90951-1479-4a36-ad74-40585369e1e2,2205.86,35,1.3,Corriente
062a6f8b-f87f-4f56-a6ce-a591a4527059,4022.92,20,0.6,Plazo Fijo
b725d101-2cb5-40c9-85ac-6ccb62aef150,2048.98,27,15.4,Plazo Fijo
9f9d47f9-315f-47cb-a71e-ab5aa805db4d,2862.32,23,1.6,Plazo Fijo
0088ab2d-4eb3-4fec-b4c4-da3eef4ab6bd,3605.98,28,2.9,Ahorros
0eec7c16-a4d6-4d3f-810c-d583da1e0241,4038.91,22,11.4,Ahorros
79f09ce4-2766-4876-b51c-4fbd6e2db1ae,1559.64,24,5.7,Ahorros
413eb03f-83e6-4f25-bb11-d32df09330a9,2598.6,36,4.8,Ahorros
a7be7ccb-f2e8-4c5d-a64b-0928eec094f8,2430.07,22,6.1,Ahorros
7736b254-9368-4668-9f10-2295d2327c49,2216.0,25,8.8,Ahorros
bbc97535-7053-480d-b600-781c70dcea99,5118.55,28,10.5,Corriente
93da1fc5-3a42-4035-ae2b-18accdb07f74,3485.98,26,5.1,Plazo Fijo
33178a0c-1839-497e-815e-9535af9092ef,1486.94,19,11.0,Corriente
72f791f0-0d5b-419f-ba87-84262f4105ac,4101.43,32,3.8,Ahorros
c1c50f71-ed1f-4888-94a0-eae85962d56c,5546.59,29,1.6,Plazo Fijo
872c473a-d612-4f1a-9815-d8dd558fe916,4238.96,24,10.6,Plazo Fijo
268fd59b-9888-411a-8344-0420c3258207,1176.76,30,3.9,Plazo Fijo
8e17faa6-f425-4ce9-be4d-6def254fc9ee,2418.92,26,11.8,Corriente
5c6f4c4f-1cb4-4004-b2e7-58cb43959725,4520.29,25,0.2,Plazo Fijo
d8424c77-fabc-46d4-bd45-6195cab2ea29,2150.8,22,2.5,Ahorros
d8fcd1cb-2c50-44d5-a460-11214b9307ef,3532.58,31,14.8,Ahorros
14d54a2a-6a77-454a-b474-d503f65db8aa,3929.56,27,1.4,Corriente
334491b7-33ad-4270-84fc-abca52a35aad,1887.68,20,14.2,Corriente
70866c86-bb08-4fb8-b1aa-fd430b35c189,2928.57,15,15.4,Ahorros
9cb05c29-80fa-4142-bb6e-d040da53a1b5,-889.52,26,10.7,Corriente
a66db710-7671-466c-8974-10d98c75b127,1770.73,29,4.1,Plazo Fijo
3e785b63-77fc-4922-8812-5be2862a418c,2696.92,20,5.2,Corriente
c1b3eeb3-9c72-4608-9a87-55d81134d33c,1502.66,31,10.2,Plazo Fijo
22722593-44cc-42fe-9469-2f861af57f2e,4958.89,24,7.5,Plazo Fijo
3f381a06-ad15-495d-bf18-f51f07e298fb,1283.83,19,5.0,Plazo Fijo
c9b4aebf-be70-4a4f-9812-f54d204fad65,2471.95,36,20.2,Plazo Fijo
5396a824-5b9c-4fff-b669-495b060e9235,3156.89,21,5.8,Plazo Fijo
6dc65a3b-60c4-408a-96aa-c99a3394db44,4729.53,34,18.5,Ahorros
3b89a38a-d450-4262-a885-fc56e3c5aa68,1276.97,27,0.3,Ahorros
740f903d-13f2-4f97-826e-7a6b50ff9486,4395.8,23,0.7,Ahorros
2d33f51a-b38b-405c-a663-4d63ff5479b5,3012.28,12,3.0,Plazo Fijo
794b5230-effc-4641-a763-c7098bc62a6f,1822.19,23,2.4,Corriente
b4bb8c70-b811-44db-a5b2-51c0839e8f03,3554.52,25,7.6,Corriente
c52d27c0-e12b-4b2b-9e76-ba28d65440c1,3238.87,21,0.9,Plazo Fijo
621a53d0-49a5-43ff-8ba1-1946cef5b7cd,2279.74,21,18.7,Corriente
7a970825-dcca-44a4-9c96-5a29cb2df146,3083.76,21,1.9,Plazo Fijo
07b01177-d85c-41b8-ab2c-5c5aaa7c8a69,2537.62,25,2.8,Corriente
4ebaaf66-0fc2-4b53-9fa3-8b7a88aeaa8f,3136.22,21,1.6,Plazo Fijo
22e16057-a9d0-4a42-b79f-c49d48d36bc1,3794.56,23,4.3,Corriente
137e256a-1789-4cbd-9052-37499abe3551,4903.22,26,0.3,Corriente
97aff424-2990-42f0-a3e5-437790797518,1514.62,26,0.8,Ahorros
9fdd317c-f161-4c56-a959-9cdbc3bf9f7e,5559.64,23,6.8,Corriente
08e221dd-04b3-457c-9e3f-55481b3e01b6,657.49,27,1.0,Corriente
39706b8a-975f-47e0-b858-6923a7799a1a,2817.86,26,1.3,Plazo Fijo
2a995637-16cf-4868-ae2e-e713ee25fe31,3705.98,24,7.9,Corriente
bedee1ca-89e4-464b-912d-5602b3ec7759,3337.19,21,0.5,Corriente
edce70ae-f7b0-4450-9802-9bde87d83ee6,2252.76,25,2.9,Corriente
7ebc7885-b2d1-40e1-ad01-fd8ff7dfd19a,2750.25,30,0.1,Corriente
cbb4359c-9e72-4f62-b75f-6b50ca5d6fcc,2408.4,27,2.1,Corriente
5a61f37d-2d5a-4de3-b0e9-4cffda1f0664,2292.76,34,6.0,Ahorros
681a71ac-4335-4e79-a919-b52a9ca90837,4019.52,29,0.5,Corriente
ff506d80-8a82-48f0-9a64-ff9172bbafb2,3428.42,20,11.0,Plazo Fijo
b03c40c6-1fce-4223-83ca-3623e1e5a749,2168.51,32,12.0,Plazo Fijo
72ceb552-4e07-4cec-93f6-3f221c85288d,4079.52,34,0.6,Corriente
6ff4f986-b769-4c6f-b3f2-a77e40926668,3368.76,25,23.4,Corriente
1485527d-c6be-4c3a-992e-980d49a4470f,3975.43,30,1.8,Corriente
12ded082-560c-4f1c-b835-8d9a8459d399,3755.55,35,0.4,Ahorros
0a020c82-7884-4969-a18e-881be83674ef,2005.21,28,0.0,Plazo Fijo
f0f7a9e2-6459-474a-9c72-d57922b34907,2327.78,18,2.6,Ahorros
39bc4cfa-ce36-4f29-90a5-9ee5983c365f,3896.75,19,5.0,Ahorros
945d365a-c7da-488d-9e8f-3dd3ec213501,3732.44,23,2.0,Corriente
97c40fdd-c4fa-4349-9e87-09d58ce1fc89,2974.92,27,9.1,Corriente
266264de-4236-4842-9334-1a9c66560d43,3140.79,25,6.3,Plazo Fijo
9f63cdc1-f5d3-4291-9985-05be0188c0a4,4533.2,26,2.2,Corriente
11dac691-ca08-4532-a2c2-f1f70ed333ac,2290.11,26,6.6,Plazo Fijo
5a0ae8a0-f27c-47e0-9590-e02fe2beee98,3656.52,22,14.1,Ahorros
