cliente_id,frecuencia_compra,monto_promedio,num_productos,edad,ciudad
5554147c-f86e-4e53-a9e6-cbfdffe712c9,8,57.38,18,69,North Benjaminton
d8436aa9-0bdf-4477-9051-7afead258402,14,267.65,18,37,North Jasonburgh
98fbefc1-2723-4239-9be8-5ab21dc01f15,5,203.41,5,25,East Lawrenceborough
bee47ddc-5bd9-4313-9e31-dbeb6669c5ff,12,55.31,6,28,Donaldchester
51a080ce-2333-4e21-bae9-80adfc18adf9,13,252.28,8,37,Ericview
9f12927b-917f-4e9a-994e-64f383fe409d,7,157.38,11,19,Codyside
d15d6be4-1b8d-43c0-a57d-9cfdb4c82373,11,118.39,4,32,Paulberg
366e893c-1fb1-4426-a1c3-bd9c5cf079f3,13,177.34,2,37,New Michaelchester
1d121f6e-253a-4149-8857-b47f6e516cfd,8,222.8,10,20,Ricefort
c4e3a0d3-fcaa-419d-a553-a1506bc2166f,15,198.36,8,62,West Robertview
7674b1a0-5c12-4d69-acdf-cccd05e884b3,10,165.48,1,60,East Elizabeth
8eb43873-292f-4696-9a52-43e0b76ed73c,9,141.77,9,47,Fischerton
dae7a818-38b7-483d-aa40-7ef051818399,12,212.45,15,21,Huntchester
c133c9d9-673a-4c92-a753-b85a42f2e634,9,80.01,6,69,Ericatown
f2d02478-f658-46f8-b497-a75dd44064bb,7,139.21,11,38,Fordville
451cdc71-c54c-47e8-9a79-3e1c416c63f2,12,167.73,3,43,Abigailchester
36b56cc8-6ab9-4b30-96a7-b860acde54ee,7,136.57,1,60,Port Misty
f1a77b51-5ff6-4b2c-a52d-b7a0038c1847,8,111.08,9,22,West Matthew
fd180262-646f-4c01-b95d-8ef6054d5303,11,106.15,18,21,Moyermouth
5cdb10e9-80b3-4686-91fe-711abbc6a3a2,9,102.73,13,68,South Christopher
e1e4e2a7-4308-433b-aced-661a3a8c7923,10,125.61,11,50,New Howard
d4d96a56-2fb1-4e12-bdc6-1d0f31bd4262,7,138.25,1,62,East Sandrashire
7c7e29ca-daab-4a3f-bae6-dd513b98a84c,5,169.41,8,29,East Josephside
acc5ee55-460a-4e4a-973e-d793b76ee14a,5,93.74,7,35,Port Willie
21c01caf-a1f1-4068-939c-09c5a75cf2ad,13,18.86,16,21,Lake Michael
33d9f654-3b9b-4db6-9c25-e07f0590cd22,13,138.68,18,44,Wardchester
212bf6be-6592-4414-8720-15727858b78d,14,200.4,2,44,South Robin
5514eab8-eca4-466c-8420-05befb125706,13,152.04,3,64,East Christopher
e50b1ca7-2b2f-4c07-8323-c195d9235b7f,6,113.02,4,61,Aaronside
aafbd102-714b-4e7a-9a81-14d3f15e6135,10,122.72,14,59,Chadville
f22a5e96-1be6-4823-91b5-e090e8d7a363,9,101.84,9,25,South Brookeland
3a0083e4-591f-4ef3-b0e6-738d93da4f5a,9,202.94,7,68,Colleenfurt
22d6b682-643c-47d3-bdce-a1db38c4042f,10,214.17,1,41,North Ericmouth
9c270e93-51a6-496c-9b36-14a8cc217014,13,181.22,15,36,Port Randy
c946a308-d7d3-46e3-8b38-c436b2a05cb7,15,253.82,19,52,Hannahmouth
548fb664-a062-44d9-924c-758a672837de,13,100.03,7,40,Lesliechester
f499b45c-dcad-45cc-9b87-9ef16b691758,11,193.97,11,67,Tonyton
6ed6b2a6-cb9e-49d2-9764-384b2fba4dd8,10,158.05,1,65,Leefurt
7e0466ae-e529-4609-b01f-4a387be2b9ff,6,108.47,14,36,Port Robert
014996e8-73b2-4dff-b211-7eacc1b41418,7,194.6,3,35,Morrisfort
24dc902d-3e8c-4b52-a644-9ceddc94197b,12,187.13,16,31,West Charlesborough
0a69969d-918c-407a-a97d-40a32d54d627,15,98.1,12,48,Michelleland
5b7df862-0805-4a00-afc8-825628c4738e,7,180.32,1,18,South Theodorestad
55bd0ebb-73b9-4979-a82c-058b99e06771,6,83.61,4,20,Shepardshire
b8f481ed-00cb-431b-a67e-d86abf150e96,13,164.22,1,60,New Christopherfurt
909f91c6-1ebd-4632-a955-a778cf92ea02,10,141.71,3,27,Lopezmouth
9c32c32b-e17c-4849-bbde-70ef31f2295e,15,190.97,16,34,West Veronica
d047e885-b96f-4c48-a4a3-95f8e9a7766a,9,126.79,4,30,Whiteshire
25dba30f-efd7-4723-a2ff-7009912f1906,16,169.64,14,62,Butlerstad
966303c6-3f4d-4fde-b9d2-d91adcaf4d2f,8,76.37,10,35,Port Kerryville
7385e8b8-e8f0-4ad8-8744-0e771b6f25f6,10,133.43,19,39,South Deborahstad
2e2feee5-77be-4027-b26f-87b2f6f58be4,9,85.58,17,30,East Timothy
98701753-e6c8-420d-8521-aff640ac882e,8,129.18,9,46,Lake Joshua
8409849b-aa5d-4ada-a2c3-72d0f83cfbfd,11,144.41,15,44,Port Jasmine
7a1458e3-553b-4f4e-847f-786bdf6c163d,9,168.22,5,46,West Joanne
98ad4509-4da1-4552-88f2-e0be911bea94,9,123.28,19,61,Michellefort
dd9d4521-dd92-4ba6-a20c-12f50625e055,15,215.02,10,32,Mariaport
6220bb5d-1919-470b-b613-384c6de02395,5,131.32,5,25,West Scottville
982277ba-fd80-40a4-9907-88a074439508,8,96.59,2,19,Yatesland
7b99cf12-f6a1-4ae2-a3ff-eb0bf06f88f1,11,227.43,18,24,Millermouth
3e636685-90ef-4ed2-8b89-f53c2ed719b3,13,182.26,9,23,East Manuelshire
8efea543-e13e-4c5c-b502-3515f789119c,12,149.63,11,55,Lake Kelly
a0c18a47-3341-4829-8166-680c20be4d47,11,148.89,2,60,Jonesmouth
c77c77ce-4ec9-45ba-acfc-26e3142b7c06,3,183.05,11,19,West Jason
f072ae2a-cbea-4a54-8858-5f91ac5c2d67,12,199.48,16,58,Fordchester
fdd33665-cb9a-4b47-a18c-a0f80f86a8fe,10,192.07,15,56,Danielstown
9500a726-fac2-40f2-af71-ce0fa822c76d,13,3.73,17,51,New Carol
6cb88c1e-a582-47c4-b55e-4fb16caa81ca,11,179.26,1,27,Susanchester
7d1fa339-816a-47ba-b851-82279ed2b506,5,127.35,6,33,South Rachel
a66ad2b8-cb00-4293-bad5-c059c5b17816,9,222.22,9,19,North Sandrashire
6ecd9fff-44aa-45cb-800e-48e5b1ab772d,20,106.15,6,30,Port Anthonyfurt
c63f1dcb-2f50-4cd8-a7b6-f957aa0f4ffe,13,150.01,10,38,South Allisonmouth
7e8485c6-ae3e-4457-a27d-b155ae4c7fd6,12,144.95,3,67,Port Daniel
9f552253-dd9a-4b98-b420-6d22e5c5eac9,10,195.12,4,28,West Sean
72e123fe-2f4b-44be-85d9-3022900b6349,10,115.38,1,37,Port Danielle
77611795-fc65-4f30-a27a-310a210167f2,6,157.98,4,38,Grantborough
6e5c394c-5ef6-402e-b543-650874eda912,13,74.33,18,55,East Kimberlyshire
6622782a-1349-435c-819a-43874f5d2622,8,157.99,1,68,Alexanderborough
f213e452-a4ed-4d3c-954d-0d6ade685f98,13,203.83,15,44,Heathertown
dcc44039-48ea-4ccc-b42d-6e273f6afb5a,6,47.0,1,53,Lake Michaeltown
aa7c76f8-a541-497d-b944-fecef8b56377,10,120.69,6,34,Jonesmouth
52a14c8e-0c4c-4c12-9e38-e54fb26575ad,13,188.93,12,69,Kevinview
c03f16db-b509-4b6c-8dc9-b1942d322df5,13,146.91,1,19,South Gregorybury
7286602f-4623-4963-978c-6dccf785d32a,12,238.57,8,36,East Susanborough
e152d6df-e084-4bb3-ac57-390252a77012,9,95.51,14,55,New James
dd7153e4-7ba8-4d3a-93d1-bc373755610a,11,99.11,9,68,Simsville
1a3b281d-8794-46ae-923e-1665639212ed,10,146.62,4,53,East Angela
173cd066-f7ed-4e5c-99bd-df94c0d5bfa5,12,147.95,12,65,New Charlesborough
49327687-753a-4d94-841e-a61aaaca0efb,8,242.29,5,20,New Victoriaview
773b63a9-b42f-485a-aeaa-1bcc109382b8,12,209.92,11,23,Jeremiahhaven
e55b703e-d4ce-439a-8556-fbb1bb155ca8,14,168.39,6,37,Davidbury
39d73d19-28c3-4fa8-b168-c2c4b6f92133,12,74.28,12,29,Sierraburgh
fdd86d73-fa43-4aa7-8684-4f7d417afe1b,13,161.77,18,31,Pachecotown
5cb56358-b6f4-48b4-91aa-8b8e0cad905d,13,164.26,18,42,Alexandertown
8779e9f3-150e-4c98-9971-3c8e7eddb245,7,144.71,7,38,Lake Eric
93d3f852-b7ed-4c0a-806d-1faaee1405d0,8,20.3,6,25,Cantuland
29ec6f5c-fc82-4caa-be42-d48aff34630c,12,181.95,2,40,West Brentberg
f24708ca-a907-45ff-816a-a3b8906ca4e4,7,234.62,1,30,Camposberg
002e53e5-28a5-4a54-b4a1-947d61fffe50,6,175.19,7,66,Ramosmouth
105ded2d-506f-4792-b795-14e4dc9aa762,4,121.87,6,48,Robertmouth
fe8c5401-5b80-46da-a3f2-b7ec13417187,12,186.74,16,67,South Nathan
a116f765-e5f2-4e21-8166-7e743c78f1d1,8,54.93,7,69,Alanberg
057091a0-5b06-44fb-852b-114ea706b9e8,12,183.36,1,42,Haleyburgh
bb9b6ad2-3860-4f9e-bcf8-674f9ed03d23,6,109.43,11,18,Valenciaberg
dbb6d5ef-cfd8-4def-a746-9de104a538ed,9,142.21,3,49,Dominiquechester
28e05234-97fd-4026-b89c-3481bda46b31,6,268.94,4,31,Lisaberg
4b20b3f0-ca92-480f-a411-c79d770857bc,7,188.12,2,28,Delgadofort
b1dce5d8-9ece-434c-a89b-bffc68581142,13,152.08,1,68,East Tracyburgh
296e3556-ac31-4e40-8d59-e58201dcf5fc,11,165.08,9,66,Port Anthonyburgh
40939645-d59b-40bd-aa3f-760a816f6f50,11,93.07,14,30,North Jordanstad
34b2ef5e-0579-49bd-8466-ce27535ca77e,8,186.61,9,59,Jasonside
e412bff6-dc1c-4cc3-990c-64da348cc6ec,17,162.38,12,41,Salazarborough
98074e97-2b48-481e-b641-ad8834c9c406,13,196.27,2,25,North Amanda
61a5dc41-7206-4a4c-b30c-57a6a457b217,14,99.38,2,25,Bautistafort
3c55be53-6eab-4997-9c4d-ccea16551554,9,86.07,18,41,East Dylanchester
8995bbfd-6276-486f-8126-972b0d89dfb1,9,79.45,9,40,Matthewstad
4f42d1bf-f611-497b-b11b-ce3971d8c3e1,10,138.0,15,34,Port Tylerside
b4ac2a39-ebd4-4d30-ae23-45b901b54b9f,7,120.75,5,32,East Angelaland
63a8e0d8-fee8-42a8-bf9c-79e971b7f4ba,10,239.93,1,33,Kimton
71983143-d6e9-4355-a2dd-a0e334d263f2,9,171.56,10,29,Harrisfort
0c8435fd-aac7-49a4-9492-990109458b26,13,320.22,9,21,Jamesview
0ab277df-7a6b-45da-bae8-5291d35ef204,11,140.65,11,44,South Sarahberg
f307eada-527f-4045-a474-478a966fee3e,13,165.79,1,28,Gateschester
82652abc-c3f1-4a5a-b656-491d87faf847,10,116.3,19,38,South George
8d050e57-5d62-426d-b595-93f02a0bade9,6,72.48,18,38,New Connorview
9bd1d217-f58a-4319-b60c-6fe72eefc228,7,141.74,5,56,Lake Johnfort
399f20c3-9a68-46c9-95bb-f2a0575d607d,12,160.26,3,64,Jenniferfurt
d788c97c-997f-432f-bbff-896b0565fd05,14,205.98,17,39,Alexanderberg
44c861d1-f07d-4dda-bedc-1fb8df4d4f4a,14,53.67,5,21,Whitneyborough
a1fd2885-d6ba-4ec9-bbfb-7868ec8b5203,9,157.37,1,24,South Jacquelinechester
1e47e786-cdfd-471a-acd8-01c2ccd9aff6,8,143.24,2,55,North Jeremyberg
181d0349-0801-4aa0-9797-0e6a64ae43c3,12,157.22,4,68,Loganview
248806a7-f649-4556-bf02-10171ee98bc1,9,90.37,3,23,Randolphmouth
b15acb70-a381-4e93-9c19-a5c51a1ae8fd,12,173.13,8,43,Lauriemouth
4203b751-bd0b-48df-81ed-c22c4d64fd66,9,211.59,6,49,Robertchester
ecff947f-50c7-4805-a196-3d615129f117,15,119.69,6,19,Elizabethtown
6bbc8cde-88da-466e-af0c-9c6e8dd848f3,6,102.49,6,45,Erikport
59015a4f-8405-4d0f-9c1d-8e2202ac517b,8,125.91,14,20,Clarkmouth
aafa6070-2b48-429c-a9d5-4531b00068cd,10,109.02,10,40,Lake Kevinton
81a85efb-e914-4d03-b189-40a2a14f1b92,6,198.7,3,49,Royshire
380d212b-c6a6-4d4b-993b-be8884d78559,11,180.07,1,35,North Brenda
39ab81c5-f151-4121-9c72-c8e76799c638,10,173.22,8,30,Hensleyton
f4a3e1bf-ca4c-4212-87b6-138e89564276,13,206.58,3,19,West Jeffreyland
7ea659b6-7452-4306-ac8a-391bdaf691c2,8,142.9,17,31,Justinberg
4d46b7b6-01f4-4ec0-ab6e-977deacc3d68,7,171.17,5,64,Adamland
2b25f2ec-9f09-479a-8df3-4a12ce0e6b5f,8,100.4,6,21,Melaniebury
5e374f34-67b7-4a2b-a280-eaa603f902b9,14,110.72,3,56,Amberfort
617d6f6e-b326-4a25-a6d8-1aa0283f9d51,13,169.26,17,43,East William
9915d116-f4fa-4b9e-81f2-ef5c6aa2bc7e,11,92.39,5,38,Lake Jonathan
e2b79936-5272-4f7b-896d-c8dd08d1cc3e,9,120.68,4,53,Gillespiemouth
431aa5b4-6315-4036-822a-7b5d932bb3d8,11,166.94,17,33,North Melissa
23178f9d-484a-4d0e-8ef5-37e79065eac7,10,202.77,14,33,West Mary
ab960255-b7ef-4d0e-a67d-cc8648468d08,14,73.2,9,33,Williambury
4c32df34-a544-4f75-9abe-d7e89f44dd06,10,172.96,3,35,South Victor
4e514332-e2cf-4127-b0ee-7c0acf38ba56,14,224.69,9,61,Lindatown
5bef5c27-280d-4454-9946-4545d060da14,12,184.89,7,64,West Davidtown
a0a1fa1a-08ef-43d5-9a5f-e873f8ef0ef8,17,105.67,13,28,Janetburgh
15141bb1-8013-49ba-85e7-f203e327ed65,14,141.7,2,69,Sharptown
a586bb73-d3bc-42f0-a16a-93f60088402b,14,153.16,12,56,Leonhaven
7d99514e-5703-454e-a054-74d4d750f223,10,106.06,6,24,Stantonborough
fa1dfabb-3d85-4dcf-b678-562e6c6c4ce8,10,211.78,12,27,Crystalmouth
c24596e0-ebf2-4ee1-95dc-7f4cfa49a3f2,9,87.21,12,69,Lake Katherine
490b7e9b-f438-461b-8ddc-29b60172b8ab,9,163.42,1,33,Powersfurt
3a78c63e-ef49-4430-8cad-05ac736959b5,8,103.04,3,23,South Travistown
32d2fab0-8108-4831-8b88-63de6cc79017,6,202.47,15,52,Flemingfurt
960cad65-1c40-4d61-b13c-2ed1c2533342,12,101.12,6,68,Justinmouth
9e30f096-5801-4e76-ad39-82e36094e3dd,13,180.9,16,37,Rossborough
a34874a1-0e97-49b8-a4ee-bfbffd45429c,13,148.97,18,52,North Michelle
8e38b1fe-49eb-4398-89cb-86be3eabaa4a,13,217.35,15,46,Beltranmouth
05902f3a-6f96-4fb0-af60-96ba2c312a53,11,107.75,3,56,Elizabethbury
f64c898f-e861-461f-a151-92ae5e7e408f,8,231.81,9,55,Navarrohaven
2c50bc6b-9233-4b98-b0d6-f4dc2e94b9d4,9,187.7,5,23,New Kimberly
662de34e-1b51-43f7-90e0-c4cca160dcd7,11,170.78,17,30,Port Tina
f6901e37-070d-4c30-8b74-440a2058c095,14,61.75,4,67,Codystad
683515fa-5fb4-4224-95b0-d9edef1260ac,9,50.98,1,26,North Jackmouth
fa23dec7-5ab7-4df9-91fe-cff172ea0146,8,107.49,13,24,Cindyshire
42981f97-26ba-492d-9c71-1c4f0436bac0,8,138.02,11,34,East Cathy
6955721a-89fa-4312-baf5-b79e2a23675b,8,131.84,16,19,Port Oliviaborough
5d4ebefe-4dbf-4d7f-b206-6982f91b4b99,10,140.05,12,69,Carlsonport
7922f6cc-70cb-44d2-89e8-d94493560e6c,15,55.85,19,28,New Natalie
cf273648-6577-499e-9a16-8529a94de583,8,118.76,2,19,East Allisonmouth
7e85c63f-b13c-41c1-aa0b-d21f06f23112,12,144.02,8,24,Padillafort
0b3e3304-4ac3-4429-824a-d9185877a7ed,16,115.62,19,59,Jonathanfurt
943b0209-ce95-4af6-8629-1e3bd349318e,13,157.06,6,65,Cruzborough
89302ce4-51a4-4345-b8de-4c68b754cae6,8,165.66,18,68,Lake Christopher
e40fc909-57a5-409d-b5d7-78ed8b57726a,12,141.97,11,51,Johnmouth
8300359f-457d-45ab-a228-75491d3496e5,12,202.42,14,61,Tammyhaven
af837187-56fb-4f52-a3fd-95c0969380c3,12,207.55,9,48,East Sara
8fe44b0c-ed16-4999-a328-b204f2758d0f,9,207.21,16,51,Bergerview
a0980edb-9165-4b91-b621-928eef9ff90b,9,64.27,9,26,Johnshire
49683b26-2945-419b-babd-4c97e81612f3,11,176.44,10,34,Joshuaview
f978e80b-f52a-4fb1-aeb0-1211e6cfa728,11,180.39,9,56,East Rachaelside
8cd0662a-4642-43a4-abd8-0e715a6c1ede,6,160.3,7,25,Underwoodport
43ac7378-d8be-451e-9d9a-63e47a5f163a,10,231.92,9,27,East Christopherport
2b50b42a-5f40-4e88-85fb-1a116c40d9a3,7,109.3,1,57,Fischerchester
32dde890-6b02-47d3-8ed2-eafa69cdd423,9,185.35,7,69,Melissashire
38039855-a0a0-4eb4-bf4e-4eadc0198631,6,218.27,19,56,East Cameronside
c88c9ce2-ed48-4fb9-a8db-e5d1e83deffe,8,154.05,15,33,Danielsport
